,ID,E_Brent,NE_C1,NE_C2,NE_C3,NE_C4,NE_C5,M1_C1,M2_C1,M2_C2,B44_C1,B44_C2,SW_C1,capex_h,opex_h,produc_h,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
1263,1263,50,0,0,0,0,1,0,0,0,1,0,1,1,1,1.1,0,46933.9145,0,46933.9145,46933.9145,2.507322266381684,31837.09,0,37814.1466,0.0,4.4070905355304175,4.4070905355304175,0.0,4.4070905355304175,4.4070905355304175,2046.0,2046.0,6.7271,6.7271,6.6495,6.6495,12614.9707,28758.658,25174.1665,113537.2641,55.5543,12614.9707,28758.658,25174.1665,113537.2641,55.5543
1264,1264,50,0,0,0,0,1,0,0,0,0,1,0,1,1,1.1,0,28769.9,0,28769.9,28769.9,2.2242269278837736,22432.8391,0,22262.834,0.0,2.5357847332372248,2.5357847332372248,0.0,2.5357847332372248,2.5357847332372248,2044.0,2044.0,6.6681,6.6681,8.3296,8.3296,7782.1838,19766.5037,15196.3937,71559.7951,44.8138,7782.1838,19766.5037,15196.3937,71559.7951,44.8138
1265,1265,50,0,0,0,0,1,0,0,0,0,1,1,1,1,1.1,0,50133.275,0,50133.275,50133.275,2.5627824124081573,33315.5271,0,42219.78,0.0,4.7741966391241935,4.7741966391241935,0.0,4.7741966391241935,4.7741966391241935,2047.0,2047.0,7.2806,7.2806,6.4241,6.4241,14504.046,30040.1439,26852.7087,121580.6775,50.5039,14504.046,30040.1439,26852.7087,121580.6775,50.5039
1266,1266,50,0,0,0,0,1,0,1,0,0,0,0,1,1,1.1,0,18238.8419,0,18238.8419,18238.8419,3.1170365155930515,9065.7337,0,16052.5844,0.0,1.2194681555646798,1.2194681555646798,0.0,1.2194681555646798,1.2194681555646798,2037.0,2037.0,7.723,7.723,7.0625,7.0625,5702.5032,8643.8379,8704.8217,41319.1145,29.1098,5702.5032,8643.8379,8704.8217,41319.1145,29.1098
1267,1267,50,0,0,0,0,1,0,1,0,0,0,1,1,1,1.1,0,39424.1991,0,39424.1991,39424.1991,3.14907942283744,19948.4217,0,36009.5304,0.0,3.410715674886304,3.410715674886304,0.0,3.410715674886304,3.410715674886304,2045.0,2045.0,8.0649,8.0649,5.3684,5.3684,12741.39,18917.4781,20146.9363,91263.9534,33.9499,12741.39,18917.4781,20146.9363,91263.9534,33.9499
1268,1268,50,0,0,0,0,1,0,1,0,1,0,0,1,1,1.1,0,33823.8569,0,33823.8569,33823.8569,2.1813557595076727,26304.4019,0,25403.667,0.0,2.805329406566588,2.805329406566588,0.0,2.805329406566588,2.805329406566588,2042.0,2042.0,6.4551,6.4551,8.8582,8.8582,9189.0478,23586.0427,17625.6,84287.8096,63.2622,9189.0478,23586.0427,17625.6,84287.8096,63.2622
1269,1269,50,0,0,0,0,1,0,1,0,1,0,1,1,1,1.1,0,55071.8348,0,55071.8348,55071.8348,2.4930392223557356,37187.09,0,45360.6131,0.0,5.037994754413816,5.037994754413816,0.0,5.037994754413816,5.037994754413816,2046.0,2046.0,7.1874,7.1874,6.8177,6.8177,16007.0914,33859.6829,29342.4733,134342.8094,61.727,16007.0914,33859.6829,29342.4733,134342.8094,61.727
1270,1270,50,0,0,0,0,1,0,1,0,0,1,0,1,1,1.1,0,36981.0552,0,36981.0552,36981.0552,2.263955226483017,27782.8391,0,29809.3004,0.0,3.145656517432964,3.145656517432964,0.0,3.145656517432964,3.145656517432964,2043.0,2043.0,7.1084,7.1084,8.3322,8.3322,11003.0556,24867.5286,19318.9834,92228.1338,57.511,11003.0556,24867.5286,19318.9834,92228.1338,57.511
1271,1271,50,0,0,0,0,1,0,1,0,0,1,1,1,1,1.1,0,58301.7182,0,58301.7182,58301.7182,2.540809382365325,38665.5271,0,49766.2465,0.0,5.372319410447487,5.372319410447487,0.0,5.372319410447487,5.372319410447487,2046.0,2046.0,7.4409,7.4409,6.6525,6.6525,17736.024,35141.1688,30984.8643,142225.5023,61.727,17736.024,35141.1688,30984.8643,142225.5023,61.727
1272,1272,50,0,0,0,0,1,0,0,1,0,0,0,1,1,1.1,0,16265.2599,0,16265.2599,16265.2599,2.9443696607364527,8561.5023,0,18014.5366,0.0,1.1174529907291941,1.1174529907291941,0.0,1.1174529907291941,1.1174529907291941,2035.0,2035.0,8.5518,8.5518,7.2785,7.2785,6188.7294,8163.0721,7769.6297,38421.9139,35.2229,6188.7294,8163.0721,7769.6297,38421.9139,35.2229
1273,1273,50,0,0,0,0,1,0,0,1,0,0,1,1,1,1.1,0,37277.4596,0,37277.4596,37277.4596,3.061095805355675,19444.1903,0,37971.4827,0.0,3.3212797821722075,3.3212797821722075,0.0,3.3212797821722075,3.3212797821722075,2045.0,2045.0,8.7831,8.7831,5.3708,5.3708,13679.2056,18436.7123,19159.9638,88587.2912,33.9499,13679.2056,18436.7123,19159.9638,88587.2912,33.9499
1274,1274,50,0,0,0,0,1,0,0,1,1,0,0,1,1,1.1,0,31704.9845,0,31704.9845,31704.9845,2.092476884394517,25800.1705,0,27365.6193,0.0,2.7180007448553654,2.7180007448553654,0.0,2.7180007448553654,2.7180007448553654,2042.0,2042.0,7.2606,7.2606,8.9695,8.9695,10110.7172,23105.2769,16641.6939,81625.9347,63.2622,10110.7172,23105.2769,16641.6939,81625.9347,63.2622
1275,1275,50,0,0,0,0,1,0,0,1,1,0,1,1,1,1.1,0,52930.1173,0,52930.1173,52930.1173,2.434970891866085,36682.8586,0,47322.5654,0.0,4.948558861699722,4.948558861699722,0.0,4.948558861699722,4.948558861699722,2046.0,2046.0,7.6628,7.6628,6.8452,6.8452,16948.6096,33378.9171,28346.7761,131666.1471,61.727,16948.6096,33378.9171,28346.7761,131666.1471,61.727
1276,1276,50,0,0,0,0,1,0,0,1,0,1,0,1,1,1.1,0,34888.6548,0,34888.6548,34888.6548,2.1805947253030733,27278.6077,0,31771.2527,0.0,3.036106043829372,3.036106043829372,0.0,3.036106043829372,3.036106043829372,2042.0,2042.0,7.6125,7.6125,8.4859,8.4859,11776.9779,24386.7628,18289.5088,89405.1664,63.2622,11776.9779,24386.7628,18289.5088,89405.1664,63.2622
1277,1277,50,0,0,0,0,1,0,0,1,0,1,1,1,1,1.1,0,56160.5755,0,56160.5755,56160.5755,2.485550139536432,38161.2957,0,51728.1988,0.0,5.2828835177333895,5.2828835177333895,0.0,5.2828835177333895,5.2828835177333895,2046.0,2046.0,7.8908,7.8908,6.6755,6.6755,18677.5422,34660.403,29988.5924,139548.8401,61.727,18677.5422,34660.403,29988.5924,139548.8401,61.727
1278,1278,50,0,0,0,0,1,1,0,0,0,0,0,1,1,1.1,0,8178.8604,0,8178.8604,8178.8604,1.4636814062568988,9075.7017,0,18671.0267,0.0,0.849429470139072,0.849429470139072,0.0,0.849429470139072,0.849429470139072,2036.0,2036.0,12.7231,12.7231,10.1502,10.1502,6640.9423,8653.342,4486.3749,27975.5299,16.0104,6640.9423,8653.342,4486.3749,27975.5299,16.0104
1279,1279,50,0,0,0,0,1,1,0,0,0,0,1,1,1,1.1,0,29238.7211,0,29238.7211,29238.7211,2.3899995038413593,19958.3897,0,38627.9728,0.0,3.06009369946943,3.06009369946943,0.0,3.06009369946943,3.06009369946943,2045.0,2045.0,9.7261,9.7261,5.9621,5.9621,13957.1174,18926.9822,15996.7995,78146.7801,27.1599,13957.1174,18926.9822,15996.7995,78146.7801,27.1599
1280,1280,50,0,0,0,0,1,1,0,0,1,0,0,1,1,1.1,0,23663.1032,0,23663.1032,23663.1032,1.5729682544673307,26314.37,0,28022.1094,0.0,2.4525649576502215,2.4525649576502215,0.0,2.4525649576502215,2.4525649576502215,2042.0,2042.0,8.3359,8.3359,10.1266,10.1266,10390.722,23595.5468,13452.6558,71156.2525,54.2247,10390.722,23595.5468,13452.6558,71156.2525,54.2247
1281,1281,50,0,0,0,0,1,1,0,0,1,0,1,1,1,1.1,0,44882.5643,0,44882.5643,44882.5643,2.0691176290631774,37197.058,0,47979.0554,0.0,4.687908306266885,4.687908306266885,0.0,4.687908306266885,4.687908306266885,2046.0,2046.0,8.2196,8.2196,7.3125,7.3125,17224.8665,33869.187,25196.3807,121228.5528,55.5543,17224.8665,33869.187,25196.3807,121228.5528,55.5543
1282,1282,50,0,0,0,0,1,1,0,0,0,1,0,1,1,1.1,0,26818.3699,0,26818.3699,26818.3699,1.6869177946039953,27792.8071,0,32427.7428,0.0,2.793772687525409,2.793772687525409,0.0,2.793772687525409,2.793772687525409,2043.0,2043.0,8.8502,8.8502,9.3752,9.3752,12211.1786,24877.0327,15147.0841,79102.9605,49.2952,12211.1786,24877.0327,15147.0841,79102.9605,49.2952
1283,1283,50,0,0,0,0,1,1,0,0,0,1,1,1,1,1.1,0,48116.2937,0,48116.2937,48116.2937,2.1322642148296036,38675.4951,0,52384.6888,0.0,5.0222329623005555,5.0222329623005555,0.0,5.0222329623005555,5.0222329623005555,2046.0,2046.0,8.4224,8.4224,7.1037,7.1037,18953.7991,35150.6729,26834.9257,129111.2458,55.5543,18953.7991,35150.6729,26834.9257,129111.2458,55.5543
1284,1284,50,0,0,0,0,1,1,1,0,0,0,0,1,1,1.1,0,16482.8897,0,16482.8897,16482.8897,1.823323537804401,14425.7017,0,26217.4932,0.0,1.4725014983965707,1.4725014983965707,0.0,1.4725014983965707,1.4725014983965707,2037.0,2037.0,11.1407,11.1407,9.3069,9.3069,9894.4034,13754.3669,8595.1023,48755.8721,29.1098,9894.4034,13754.3669,8595.1023,48755.8721,29.1098
1285,1285,50,0,0,0,0,1,1,1,0,0,0,1,1,1,1.1,0,37441.9502,0,37441.9502,37441.9502,2.395417382456724,25308.3897,0,46174.4392,0.0,3.6600359900050052,3.6600359900050052,0.0,3.6600359900050052,3.6600359900050052,2044.0,2044.0,9.5512,9.5512,6.3659,6.3659,17147.3474,24028.0071,20115.1386,98769.7882,37.3448,17147.3474,24028.0071,20115.1386,98769.7882,37.3448
1286,1286,50,0,0,0,0,1,1,1,0,1,0,0,1,1,1.1,0,31895.1299,0,31895.1299,31895.1299,1.7243102894693558,31664.37,0,35568.5758,0.0,3.0789054687093254,3.0789054687093254,0.0,3.0789054687093254,3.0789054687093254,2042.0,2042.0,8.5822,8.5822,9.714,9.714,13689.6911,28696.5717,17587.4025,91932.0574,63.2622,13689.6911,28696.5717,17587.4025,91932.0574,63.2622
1287,1287,50,0,0,0,0,1,1,1,0,1,0,1,1,1,1.1,0,53095.787,0,53095.787,53095.787,2.1140763881460014,42547.058,0,55525.5219,0.0,5.282228249744651,5.282228249744651,0.0,5.282228249744651,5.282228249744651,2045.0,2045.0,8.2454,8.2454,7.4537,7.4537,20413.2554,38970.2119,29289.7699,141836.9238,67.8997,20413.2554,38970.2119,29289.7699,141836.9238,67.8997
1288,1288,50,0,0,0,0,1,1,1,0,0,1,0,1,1,1.1,0,35074.2117,0,35074.2117,35074.2117,1.8117959012920422,33142.8071,0,39974.2092,0.0,3.397010767683333,3.397010767683333,0.0,3.397010767683333,3.397010767683333,2042.0,2042.0,8.7724,8.7724,9.212,9.212,15355.9519,29978.0576,19239.8058,99711.2892,63.2622,15355.9519,29978.0576,19239.8058,99711.2892,63.2622
1289,1289,50,0,0,0,0,1,1,1,0,0,1,1,1,1,1.1,0,56263.1118,0,56263.1118,56263.1118,2.16777915198176,44025.4951,0,59931.1553,0.0,5.6531371811839515,5.6531371811839515,0.0,5.6531371811839515,5.6531371811839515,2046.0,2046.0,8.6483,8.6483,7.2042,7.2042,22345.9198,40251.6978,30994.3346,149916.791,61.727,22345.9198,40251.6978,30994.3346,149916.791,61.727
1290,1290,50,0,0,0,0,1,1,0,1,0,0,0,1,1,1.1,0,14550.6085,0,14550.6085,14550.6085,1.6714455561373234,13921.4703,0,28179.4454,0.0,1.3553360292085646,1.3553360292085646,0.0,1.3553360292085646,1.3553360292085646,2035.0,2035.0,11.6699,11.6699,9.758,9.758,10158.4857,13273.6011,7636.1598,45654.078,35.2229,10158.4857,13273.6011,7636.1598,45654.078,35.2229
1291,1291,50,0,0,0,0,1,1,0,1,0,0,1,1,1,1.1,0,35293.901,0,35293.901,35293.901,2.3114553421877972,24804.1583,0,48136.3915,0.0,3.5706000972909084,3.5706000972909084,0.0,3.5706000972909084,3.5706000972909084,2044.0,2044.0,10.2491,10.2491,6.3928,6.3928,18080.7009,23547.2413,19133.938,96093.1259,37.3448,18080.7009,23547.2413,19133.938,96093.1259,37.3448
1292,1292,50,0,0,0,0,1,1,0,1,1,0,0,1,1,1.1,0,29820.7337,0,29820.7337,29820.7337,1.6439221247697016,31160.1386,0,37530.5281,0.0,2.968740211520588,2.968740211520588,0.0,2.968740211520588,2.968740211520588,2041.0,2041.0,9.099,9.099,9.9265,9.9265,14417.7774,28215.8059,16564.173,89088.0784,69.5884,14417.7774,28215.8059,16564.173,89088.0784,69.5884
1293,1293,50,0,0,0,0,1,1,0,1,1,0,1,1,1,1.1,0,50953.3552,0,50953.3552,50953.3552,2.0590777824203386,42042.8266,0,57487.4742,0.0,5.192792357030553,5.192792357030553,0.0,5.192792357030553,5.192792357030553,2045.0,2045.0,8.7118,8.7118,7.4908,7.4908,21351.071,38489.4461,28298.4896,139160.2616,67.8997,21351.071,38489.4461,28298.4896,139160.2616,67.8997
1294,1294,50,0,0,0,0,1,1,0,1,0,1,0,1,1,1.1,0,32945.0861,0,32945.0861,32945.0861,1.7361507610645226,32638.5757,0,41936.1615,0.0,3.30968210597211,3.30968210597211,0.0,3.30968210597211,3.30968210597211,2042.0,2042.0,9.495,9.495,9.3127,9.3127,16277.6212,29497.2918,18266.1529,97049.4142,63.2622,16277.6212,29497.2918,18266.1529,97049.4142,63.2622
1295,1295,50,0,0,0,0,1,1,0,1,0,1,1,1,1,1.1,0,54176.6583,0,54176.6583,54176.6583,2.1150160367676714,43521.2637,0,61893.1076,0.0,5.523431329862458,5.523431329862458,0.0,5.523431329862458,5.523431329862458,2045.0,2045.0,8.8563,8.8563,7.2951,7.2951,23067.746,39770.932,29939.6445,147022.8805,67.8997,23067.746,39770.932,29939.6445,147022.8805,67.8997
1296,1296,50,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,2024.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,1297,50,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,18751.7927,0,18751.7927,18751.7927,2.8164574409464485,10882.688,0,18600.6228,0.0,1.9966634562259322,1.9966634562259322,0.0,1.9966634562259322,1.9966634562259322,2047.0,2047.0,7.3922,7.3922,4.9018,4.9018,6036.0939,10273.6402,10184.4911,45262.8524,16.8346,6036.0939,10273.6402,10184.4911,45262.8524,16.8346
1298,1298,50,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,13146.5352,0,13146.5352,13146.5352,1.4054129019933346,17238.6683,0,9235.957,0.0,1.46465637994127,1.46465637994127,0.0,1.46465637994127,1.46465637994127,2047.0,2047.0,5.2747,5.2747,11.0375,11.0375,3110.3934,14942.2048,7853.1443,39080.3355,28.0577,3110.3934,14942.2048,7853.1443,39080.3355,28.0577
1299,1299,50,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,31673.7118,0,31673.7118,31673.7118,1.9803284949979465,28121.3563,0,27836.5797,0.0,3.461319836167202,3.461319836167202,0.0,3.461319836167202,3.461319836167202,2047.0,2047.0,6.5177,6.5177,7.4357,7.4357,9146.4872,25215.845,18262.2515,84343.1879,44.8924,9146.4872,25215.845,18262.2515,84343.1879,44.8924
1300,1300,50,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,15955.2084,0,15955.2084,15955.2084,1.5607980254639058,18717.1054,0,13241.0782,0.0,1.7810680040392068,1.7810680040392068,0.0,1.7810680040392068,1.7810680040392068,2048.0,2048.0,6.5314,6.5314,9.8406,9.8406,4732.1962,16223.6907,9367.1788,46303.7811,25.507,4732.1962,16223.6907,9367.1788,46303.7811,25.507
1301,1301,50,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,34498.4164,0,34498.4164,34498.4164,2.0477536121552258,29599.7934,0,31841.701,0.0,3.7934920909168754,3.7934920909168754,0.0,3.7934920909168754,3.7934920909168754,2048.0,2048.0,7.1381,7.1381,7.1465,7.1465,10838.9926,26497.3309,19760.9111,91636.4622,40.8112,10838.9926,26497.3309,19760.9111,91636.4622,40.8112
1302,1302,50,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7170.4229,0,7170.4229,7170.4229,2.1136087910041406,5350,0,7013.0722,0.0,0.5585817245943974,0.5585817245943974,0.0,0.5585817245943974,0.5585817245943974,2038.0,2038.0,8.5853,8.5853,9.0989,9.0989,2888.5652,5101.0249,3611.0955,18784.3402,13.2317,2888.5652,5101.0249,3611.0955,18784.3402,13.2317
1303,1303,50,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,25683.7275,0,25683.7275,25683.7275,2.575270488902754,16232.688,0,25613.695,0.0,2.570695409164068,2.570695409164068,0.0,2.570695409164068,2.570695409164068,2047.0,2047.0,8.1511,8.1511,5.7426,5.7426,9187.4793,15374.665,13911.0563,64179.3743,22.4462,9187.4793,15374.665,13911.0563,64179.3743,22.4462
1304,1304,50,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,20173.1274,0,20173.1274,20173.1274,1.5796950537015977,22588.6683,0,16249.0292,0.0,2.0201223184320196,2.0201223184320196,0.0,2.0201223184320196,2.0201223184320196,2045.0,2045.0,6.4803,6.4803,10.5257,10.5257,6154.3332,20043.2297,11488.7006,57900.1307,40.7398,6154.3332,20043.2297,11488.7006,57900.1307,40.7398
1305,1305,50,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,38640.2233,0,38640.2233,38640.2233,1.9986958916932496,33471.3563,0,34849.652,0.0,4.035351789105339,4.035351789105339,0.0,4.035351789105339,4.035351789105339,2047.0,2047.0,7.1275,7.1275,7.627,7.627,12297.8727,30316.8698,21954.2401,103259.7098,50.5039,12297.8727,30316.8698,21954.2401,103259.7098,50.5039
1306,1306,50,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,22960.0135,0,22960.0135,22960.0135,1.686959044087353,24067.1054,0,20254.1505,0.0,2.333747360132024,2.333747360132024,0.0,2.333747360132024,2.333747360132024,2046.0,2046.0,7.2771,7.2771,9.6932,9.6932,7782.8577,21324.7156,13014.3882,65119.011,37.0362,7782.8577,21324.7156,13014.3882,65119.011,37.0362
1307,1307,50,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,41484.798,0,41484.798,41484.798,2.0542696179828273,34949.7934,0,38854.7732,0.0,4.3419161391167735,4.3419161391167735,0.0,4.3419161391167735,4.3419161391167735,2047.0,2047.0,7.4298,7.4298,7.4095,7.4095,13879.1594,31598.3557,23426.0133,110438.8305,50.5039,13879.1594,31598.3557,23426.0133,110438.8305,50.5039
1308,1308,50,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,5436.7189,0,5436.7189,5436.7189,1.7790300958116236,4845.7686,0,8796.6652,0.0,0.468204883292293,0.468204883292293,0.0,0.468204883292293,0.468204883292293,2034.0,2034.0,10.4829,10.4829,9.8322,9.8322,3320.4263,4620.2591,2782.4001,16179.1771,19.3726,3320.4263,4620.2591,2782.4001,16179.1771,19.3726
1309,1309,50,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,23784.9868,0,23784.9868,23784.9868,2.4696811151967992,15728.4566,0,27397.288,0.0,2.4702832136442523,2.4702832136442523,0.0,2.4702832136442523,2.4702832136442523,2046.0,2046.0,8.7865,8.7865,5.7911,5.7911,9950.8672,14893.8993,12998.4438,61652.8878,24.6908,9950.8672,14893.8993,12998.4438,61652.8878,24.6908
1310,1310,50,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,18271.8581,0,18271.8581,18271.8581,1.4751408229441396,22084.4369,0,18032.6222,0.0,1.9388169614192043,1.9388169614192043,0.0,1.9388169614192043,1.9388169614192043,2045.0,2045.0,7.5614,7.5614,10.7251,10.7251,7006.8929,19562.4639,10584.8467,55466.8014,40.7398,7006.8929,19562.4639,10584.8467,55466.8014,40.7398
1311,1311,50,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,36728.9017,0,36728.9017,36728.9017,1.936693340135196,32967.1249,0,36633.2449,0.0,3.954046432092523,3.954046432092523,0.0,3.954046432092523,3.954046432092523,2047.0,2047.0,7.6708,7.6708,7.6638,7.6638,13156.59,29836.1041,21054.2808,100826.3805,50.5039,13156.59,29836.1041,21054.2808,100826.3805,50.5039
1312,1312,50,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,21080.2905,0,21080.2905,21080.2905,1.5909825673410316,23562.874,0,22037.7434,0.0,2.2393978458118435,2.2393978458118435,0.0,2.2393978458118435,2.2393978458118435,2045.0,2045.0,8.0459,8.0459,9.8992,9.8992,8567.5065,20843.9498,12082.1501,62614.6367,40.7398,8567.5065,20843.9498,12082.1501,62614.6367,40.7398
1313,1313,50,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,39574.1855,0,39574.1855,39574.1855,1.99561445262648,34445.562,0,40638.3662,0.0,4.260610782103957,4.260610782103957,0.0,4.260610782103957,4.260610782103957,2047.0,2047.0,7.9403,7.9403,7.4397,7.4397,14737.8768,31117.59,22525.345,108005.5012,50.5039,14737.8768,31117.59,22525.345,108005.5012,50.5039
1314,1314,50,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,-2185.5003,0,-2185.5003,-2185.5003,0.0,5359.968,0,9240.8262,0.0,0.2162573077085185,0.2162573077085185,0.0,0.2162573077085185,0.2162573077085185,2035.0,2035.0,26.3171,26.3171,23.5459,23.5459,3608.8693,5110.529,40.7965,6574.6946,0,3608.8693,5110.529,40.7965,6574.6946,0
1315,1315,50,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,16424.4635,0,16424.4635,16424.4635,1.730125888814294,16242.6561,0,27841.4489,0.0,2.2528968957340547,2.2528968957340547,0.0,2.2528968957340547,2.2528968957340547,2047.0,2047.0,10.1429,10.1429,6.5153,6.5153,10242.3494,15384.1692,10191.7932,52259.6099,16.8346,10242.3494,15384.1692,10191.7932,52259.6099,16.8346
1316,1316,50,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,10935.71,0,10935.71,10935.71,0.9315920650127109,22598.6363,0,18476.7832,0.0,1.7013750680530422,1.7013750680530422,0.0,1.7013750680530422,1.7013750680530422,2045.0,2045.0,8.9099,8.9099,12.4774,12.4774,7207.5283,20052.7338,7745.5057,45975.4277,33.9499,7207.5283,20052.7338,7745.5057,45975.4277,33.9499
1317,1317,50,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,29388.9246,0,29388.9246,29388.9246,1.5701357335323978,33481.3243,0,37077.4059,0.0,3.717553275675325,3.717553275675325,0.0,3.717553275675325,3.717553275675325,2047.0,2047.0,8.2678,8.2678,8.2572,8.2572,13352.7428,30326.374,18227.0116,91339.9454,44.8924,13352.7428,30326.374,18227.0116,91339.9454,44.8924
1318,1318,50,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,13727.1615,0,13727.1615,13727.1615,1.077839330635504,24077.0734,0,22481.9044,0.0,2.015486952725722,2.015486952725722,0.0,2.015486952725722,2.015486952725722,2046.0,2046.0,9.4521,9.4521,11.2059,11.2059,8837.2521,21334.2197,9267.4628,53196.9596,30.8635,8837.2521,21334.2197,9267.4628,53196.9596,30.8635
1319,1319,50,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,32239.413,0,32239.413,32239.413,1.6430107661244189,34959.7615,0,41082.5272,0.0,4.02411762568676,4.02411762568676,0.0,4.02411762568676,4.02411762568676,2047.0,2047.0,8.5077,8.5077,7.9759,7.9759,14934.0295,31607.8599,19692.8713,98519.0661,44.8924,14934.0295,31607.8599,19692.8713,98519.0661,44.8924
1320,1320,50,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,5182.416,0,5182.416,5182.416,0.843743849175681,10709.968,0,16253.8984,0.0,0.7833878288915593,0.7833878288915593,0.0,0.7833878288915593,0.7833878288915593,2037.0,2037.0,13.9505,13.9505,12.9878,12.9878,6641.615,10211.5539,3433.8962,25484.036,14.5549,6641.615,10211.5539,3433.8962,25484.036,14.5549
1321,1321,50,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,23438.6906,0,23438.6906,23438.6906,1.8199979006112574,21592.6561,0,34854.5212,0.0,2.806877453144764,2.806877453144764,0.0,2.806877453144764,2.806877453144764,2046.0,2046.0,10.0506,10.0506,7.0229,7.0229,13285.7559,20485.194,13843.9664,71078.2977,24.6908,13285.7559,20485.194,13843.9664,71078.2977,24.6908
1322,1322,50,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,18008.3976,0,18008.3976,18008.3976,1.1676247184628408,27948.6363,0,25489.8554,0.0,2.261553553062276,2.261553553062276,0.0,2.261553553062276,2.261553553062276,2044.0,2044.0,9.0844,9.0844,11.6401,11.6401,10240.8066,25153.7587,11362.0346,64809.8112,44.8138,10240.8066,25153.7587,11362.0346,64809.8112,44.8138
1323,1323,50,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,36425.8792,0,36425.8792,36425.8792,1.6448952015487373,38831.3243,0,44090.4781,0.0,4.263144017897636,4.263144017897636,0.0,4.263144017897636,4.263144017897636,2046.0,2046.0,8.3878,8.3878,8.3936,8.3936,16360.4367,35427.3988,21847.8231,110117.0922,55.5543,16360.4367,35427.3988,21847.8231,110117.0922,55.5543
1324,1324,50,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,20808.357,0,20808.357,20808.357,1.273629384901709,29427.0734,0,29494.9766,0.0,2.5586679508461287,2.5586679508461287,0.0,2.5586679508461287,2.5586679508461287,2044.0,2044.0,9.3056,9.3056,10.8266,10.8266,11788.4272,26435.2446,12860.0358,71936.8783,44.8138,11788.4272,26435.2446,12860.0358,71936.8783,44.8138
1325,1325,50,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,39266.2426,0,39266.2426,39266.2426,1.7049373173921534,40309.7615,0,48095.5994,0.0,4.5670755233827895,4.5670755233827895,0.0,4.5670755233827895,4.5670755233827895,2046.0,2046.0,8.5795,8.5795,8.141,8.141,17932.1937,36708.8847,23320.3014,117283.1767,55.5543,17932.1937,36708.8847,23320.3014,117283.1767,55.5543
1326,1326,50,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,3490.3924,0,3490.3924,3490.3924,0.6241819292811234,10205.7367,0,18037.4914,0.0,0.6760927012624947,0.6760927012624947,0.0,0.6760927012624947,0.6760927012624947,2034.0,2034.0,15.1327,15.1327,14.3404,14.3404,6799.7389,9730.7881,2583.522,22623.814,19.3726,6799.7389,9730.7881,2583.522,22623.814,19.3726
1327,1327,50,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,21516.1022,0,21516.1022,21516.1022,1.7233637182259556,21088.4247,0,36638.1141,0.0,2.72557209613195,2.72557209613195,0.0,2.72557209613195,2.72557209613195,2046.0,2046.0,10.9092,10.9092,7.0585,7.0585,14141.6815,20004.4283,12958.0656,68644.9684,24.6908,14141.6815,20004.4283,12958.0656,68644.9684,24.6908
