,ID,E_Brent,NE_C1,NE_C2,NE_C3,NE_C4,NE_C5,M1_C1,M2_C1,M2_C2,B44_C1,B44_C2,SW_C1,reg_f,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
1502,1502,55,0,0,0,0,1,0,1,0,0,0,1,0,0,34488.3111,0,40830.7273,40830.7273,3.256548393,20211.9217,0,33499.1776,0,3.17066475,3.17066475,0,3.17066475,3.17066475,2046,2046,8.5147,8.5147,5.8553,5.8553,11977.0057,18917.4781,18061.8802,83475.5386,30.8635,11977.0057,18917.4781,20773.3987,92529.4732,30.8635
1503,1503,60,0,0,0,0,1,0,1,0,0,0,1,0,0,34488.3111,0,47156.9754,47156.9754,3.735883944,20211.9217,0,33499.1776,0,3.192811813,3.192811813,0,3.17066475,3.17066475,2046,2047,8.5147,8.7854,5.8553,5.8142,11977.0057,18917.4781,18061.8802,83475.5386,30.8635,12097.7312,18917.4781,23514.7411,101714.9835,28.0577
1504,1504,25,0,0,0,0,1,0,1,0,1,0,0,0,0,28897.0201,0,130.7445,130.7445,0.140162949,26673.3019,0,24134.5119,0,2.451672072,2.451672072,0,2.582831866,2.582831866,2043,2038,6.9654,5.7522,9.6751,10.1927,8796.7648,23586.0427,15554.6937,76892.0323,57.511,8014.9003,23586.0427,3175.1388,34999.4484,92.6221
1505,1505,30,0,0,0,0,1,0,1,0,1,0,0,0,0,28897.0201,0,5893.8365,5893.8365,0.486398045,26673.3019,0,24134.5119,0,2.486816285,2.486816285,0,2.582831866,2.582831866,2043,2039,6.9654,5.9958,9.6751,10.0487,8796.7648,23586.0427,15554.6937,76892.0323,57.511,8209.0015,23586.0427,5578.3478,43351.4304,84.2019
1506,1506,35,0,0,0,0,1,0,1,0,1,0,0,0,0,28897.0201,0,11630.0696,11630.0696,0.834364796,26673.3019,0,24134.5119,0,2.516359679,2.516359679,0,2.582831866,2.582831866,2043,2040,6.9654,6.2404,9.6751,9.9307,8796.7648,23586.0427,15554.6937,76892.0323,57.511,8382.1318,23586.0427,8049.2584,51724.0498,76.5472
1507,1507,40,0,0,0,0,1,0,1,0,1,0,0,0,0,28897.0201,0,17338.1463,17338.1463,1.184130281,26673.3019,0,24134.5119,0,2.564558842,2.564558842,0,2.582831866,2.582831866,2043,2042,6.9654,6.7232,9.6751,9.744,8796.7648,23586.0427,15554.6937,76892.0323,57.511,8673.9306,23586.0427,10590.7505,60252.1323,63.2622
1508,1508,45,0,0,0,0,1,0,1,0,1,0,0,0,0,28897.0201,0,23133.8076,23133.8076,1.534071634,26673.3019,0,24134.5119,0,2.564558842,2.564558842,0,2.582831866,2.582831866,2043,2042,6.9654,6.7232,9.6751,9.744,8796.7648,23586.0427,15554.6937,76892.0323,57.511,8673.9306,23586.0427,13048.806,68505.849,63.2622
1509,1509,50,0,0,0,0,1,0,1,0,1,0,0,0,0,28897.0201,0,28897.0201,28897.0201,1.884665216,26673.3019,0,24134.5119,0,2.582831866,2.582831866,0,2.582831866,2.582831866,2043,2043,6.9654,6.9654,9.6751,9.6751,8796.7648,23586.0427,15554.6937,76892.0323,57.511,8796.7648,23586.0427,15554.6937,76892.0323,57.511
1510,1510,55,0,0,0,0,1,0,1,0,1,0,0,0,0,28897.0201,0,34668.7486,34668.7486,2.235688013,26673.3019,0,24134.5119,0,2.598739642,2.598739642,0,2.582831866,2.582831866,2043,2044,6.9654,7.2067,9.6751,9.6159,8796.7648,23586.0427,15554.6937,76892.0323,57.511,8906.839,23586.0427,18062.1889,85276.102,52.2828
1511,1511,60,0,0,0,0,1,0,1,0,1,0,0,0,0,28897.0201,0,40447.7646,40447.7646,2.586918013,26673.3019,0,24134.5119,0,2.612263481,2.612263481,0,2.582831866,2.582831866,2043,2045,6.9654,7.4469,9.6751,9.5661,8796.7648,23586.0427,15554.6937,76892.0323,57.511,9005.1622,23586.0427,20567.2837,93653.7829,47.5298
1512,1512,25,0,0,0,0,1,0,1,0,1,0,1,0,0,47573.0545,0,1462.1002,1462.1002,0.225182049,37714.09,0,42735.1346,0,4.396571599,4.396571599,0,4.644792758,4.644792758,2046,2041,7.4439,6.2655,7.4995,7.9263,15051.6865,33859.6829,26116.4995,122662.6504,61.727,13975.1235,33859.6829,6162.564,55558.8825,99.412
1513,1513,30,0,0,0,0,1,0,1,0,1,0,1,0,0,47573.0545,0,10664.5272,10664.5272,0.61270546,37714.09,0,42735.1346,0,4.461361931,4.461361931,0,4.644792758,4.644792758,2046,2042,7.4439,6.4947,7.4995,7.8103,15051.6865,33859.6829,26116.4995,122662.6504,61.727,14237.1039,33859.6829,10081.6797,68933.3682,90.3745
1514,1514,35,0,0,0,0,1,0,1,0,1,0,1,0,0,47573.0545,0,19799.4096,19799.4096,1.002280599,37714.09,0,42735.1346,0,4.565862853,4.565862853,0,4.644792758,4.644792758,2046,2044,7.4439,6.9643,7.4995,7.6302,15051.6865,33859.6829,26116.4995,122662.6504,61.727,14686.3764,33859.6829,14137.8115,82557.9701,74.6897
1515,1515,40,0,0,0,0,1,0,1,0,1,0,1,0,0,47573.0545,0,29029.3283,29029.3283,1.392971136,37714.09,0,42735.1346,0,4.607915428,4.607915428,0,4.644792758,4.644792758,2046,2045,7.4439,7.2032,7.4995,7.56,15051.6865,33859.6829,26116.4995,122662.6504,61.727,14878.3784,33859.6829,18136.6744,95971.9636,67.8997
1516,1516,45,0,0,0,0,1,0,1,0,1,0,1,0,0,47573.0545,0,38274.597,38274.597,1.784464011,37714.09,0,42735.1346,0,4.644792758,4.644792758,0,4.644792758,4.644792758,2046,2046,7.4439,7.4439,7.4995,7.4995,15051.6865,33859.6829,26116.4995,122662.6504,61.727,15051.6865,33859.6829,22147.3544,109395.0478,61.727
1517,1517,50,0,0,0,0,1,0,1,0,1,0,1,0,0,47573.0545,0,47573.0545,47573.0545,2.176301062,37714.09,0,42735.1346,0,4.644792758,4.644792758,0,4.644792758,4.644792758,2046,2046,7.4439,7.4439,7.4995,7.4995,15051.6865,33859.6829,26116.4995,122662.6504,61.727,15051.6865,33859.6829,26116.4995,122662.6504,61.727
1518,1518,55,0,0,0,0,1,0,1,0,1,0,1,0,0,47573.0545,0,56841.285,56841.285,2.568776553,37714.09,0,42735.1346,0,4.676542621,4.676542621,0,4.644792758,4.644792758,2046,2047,7.4439,7.6872,7.4995,7.4482,15051.6865,33859.6829,26116.4995,122662.6504,61.727,15208.1246,33859.6829,30137.4891,136102.697,56.1155
1519,1519,60,0,0,0,0,1,0,1,0,1,0,1,0,0,47573.0545,0,66114.9812,66114.9812,2.961324254,37714.09,0,42735.1346,0,4.703023182,4.703023182,0,4.644792758,4.644792758,2046,2048,7.4439,7.9347,7.4995,7.4059,15051.6865,33859.6829,26116.4995,122662.6504,61.727,15349.6152,33859.6829,34155.458,149530.7513,51.0141
1520,1520,25,0,0,0,0,1,0,1,0,0,1,0,0,0,31693.4396,0,281.891,281.891,0.152746672,28151.7391,0,28139.6331,0,2.721165319,2.721165319,0,2.899847459,2.899847459,2044,2038,7.5986,6.1382,9.1018,9.6994,10454.4596,24867.5286,17090.9905,84158.7011,52.2828,9424.9239,24867.5286,3516.6133,38183.5788,92.6221
1521,1521,30,0,0,0,0,1,0,1,0,0,1,0,0,0,31693.4396,0,6575.1572,6575.1572,0.511303414,28151.7391,0,28139.6331,0,2.763279977,2.763279977,0,2.899847459,2.899847459,2044,2039,7.5986,6.3857,9.1018,9.5516,10454.4596,24867.5286,17090.9905,84158.7011,52.2828,9651.3944,24867.5286,6139.9361,47318.2182,84.2019
1522,1522,35,0,0,0,0,1,0,1,0,0,1,0,0,0,31693.4396,0,12795.3391,12795.3391,0.872413387,28151.7391,0,28139.6331,0,2.829853625,2.829853625,0,2.899847459,2.899847459,2044,2041,7.5986,6.8778,9.1018,9.3269,10454.4596,24867.5286,17090.9905,84158.7011,52.2828,10030.5702,24867.5286,8899.837,56662.8633,69.5884
1523,1523,40,0,0,0,0,1,0,1,0,0,1,0,0,0,31693.4396,0,19083.252,19083.252,1.234712628,28151.7391,0,28139.6331,0,2.856592714,2.856592714,0,2.899847459,2.899847459,2044,2042,7.5986,7.1201,9.1018,9.2396,10454.4596,24867.5286,17090.9905,84158.7011,52.2828,10188.7131,24867.5286,11621.5816,65824.3375,63.2622
1524,1524,45,0,0,0,0,1,0,1,0,0,1,0,0,0,31693.4396,0,25383.5863,25383.5863,1.597906108,28151.7391,0,28139.6331,0,2.879715082,2.879715082,0,2.899847459,2.899847459,2044,2043,7.5986,7.3602,9.1018,9.1654,10454.4596,24867.5286,17090.9905,84158.7011,52.2828,10329.1984,24867.5286,14353.1428,74990.9671,57.511
1525,1525,50,0,0,0,0,1,0,1,0,0,1,0,0,0,31693.4396,0,31693.4396,31693.4396,1.961735166,28151.7391,0,28139.6331,0,2.899847459,2.899847459,0,2.899847459,2.899847459,2044,2044,7.5986,7.5986,9.1018,9.1018,10454.4596,24867.5286,17090.9905,84158.7011,52.2828,10454.4596,24867.5286,17090.9905,84158.7011,52.2828
1526,1526,55,0,0,0,0,1,0,1,0,0,1,0,0,0,31693.4396,0,38012.6651,38012.6651,2.326011423,28151.7391,0,28139.6331,0,2.917338963,2.917338963,0,2.899847459,2.899847459,2044,2045,7.5986,7.8344,9.1018,9.0472,10454.4596,24867.5286,17090.9905,84158.7011,52.2828,10565.7757,24867.5286,19830.587,93324.0862,47.5298
1527,1527,60,0,0,0,0,1,0,1,0,0,1,0,0,0,31693.4396,0,44339.163,44339.163,2.690605366,28151.7391,0,28139.6331,0,2.932594271,2.932594271,0,2.899847459,2.899847459,2044,2046,7.5986,8.0679,9.1018,9.0001,10454.4596,24867.5286,17090.9905,84158.7011,52.2828,10664.9218,24867.5286,22570.8113,102485.6335,43.2089
1528,1528,25,0,0,0,0,1,0,1,0,0,1,1,0,0,50402.1436,0,1729.1955,1729.1955,0.230665048,39192.5271,0,46740.2559,0,4.605127501,4.605127501,0,4.988466648,4.988466648,2047,2040,7.9207,6.2871,7.2664,7.8756,16789.4113,35141.1688,27650.7633,130039.6024,56.1155,15154.5011,35141.1688,6376.605,58510.8235,109.3532
1529,1529,30,0,0,0,0,1,0,1,0,0,1,1,0,0,50402.1436,0,11363.067,11363.067,0.625921635,39192.5271,0,46740.2559,0,4.753395803,4.753395803,0,4.988466648,4.988466648,2047,2042,7.9207,6.744,7.2664,7.6283,16789.4113,35141.1688,27650.7633,130039.6024,56.1155,15751.8864,35141.1688,10632.4451,72978.9418,90.3745
1530,1530,35,0,0,0,0,1,0,1,0,0,1,1,0,0,50402.1436,0,21036.9467,21036.9467,1.023296959,39192.5271,0,46740.2559,0,4.86697067,4.86697067,0,4.988466648,4.988466648,2047,2044,7.9207,7.2096,7.2664,7.4491,16789.4113,35141.1688,27650.7633,130039.6024,56.1155,16233.997,35141.1688,14922.7318,87409.5339,74.6897
1531,1531,40,0,0,0,0,1,0,1,0,0,1,1,0,0,50402.1436,0,30808.5845,30808.5845,1.421821102,39192.5271,0,46740.2559,0,4.912990911,4.912990911,0,4.988466648,4.988466648,2047,2045,7.9207,7.4452,7.2664,7.3788,16789.4113,35141.1688,27650.7633,130039.6024,56.1155,16438.992,35141.1688,19155.6308,101612.2758,67.8997
1532,1532,45,0,0,0,0,1,0,1,0,0,1,1,0,0,50402.1436,0,40598.5432,40598.5432,1.821243217,39192.5271,0,46740.2559,0,4.953703288,4.953703288,0,4.988466648,4.988466648,2047,2046,7.9207,7.6816,7.2664,7.3178,16789.4113,35141.1688,27650.7633,130039.6024,56.1155,16623.4435,35141.1688,23401.7647,115826.6471,61.727
1533,1533,50,0,0,0,0,1,0,1,0,0,1,1,0,0,50402.1436,0,50402.1436,50402.1436,2.221135051,39192.5271,0,46740.2559,0,4.988466648,4.988466648,0,4.988466648,4.988466648,2047,2047,7.9207,7.9207,7.2664,7.2664,16789.4113,35141.1688,27650.7633,130039.6024,56.1155,16789.4113,35141.1688,27650.7633,130039.6024,56.1155
1534,1534,55,0,0,0,0,1,0,1,0,0,1,1,0,0,50402.1436,0,60251.513,60251.513,2.621266016,39192.5271,0,46740.2559,0,4.988466648,4.988466648,0,4.988466648,4.988466648,2047,2047,7.9207,7.9207,7.2664,7.2664,16789.4113,35141.1688,27650.7633,130039.6024,56.1155,16789.4113,35141.1688,31862.396,144100.6046,56.1155
1535,1535,60,0,0,0,0,1,0,1,0,0,1,1,0,0,50402.1436,0,70074.2147,70074.2147,3.021890188,39192.5271,0,46740.2559,0,5.018305666,5.018305666,0,4.988466648,4.988466648,2047,2048,7.9207,8.1621,7.2664,7.2229,16789.4113,35141.1688,27650.7633,130039.6024,56.1155,16939.0971,35141.1688,36118.0284,158323.523,51.0141
1536,1536,25,0,0,0,0,1,0,0,1,0,0,0,0,0,14154.9956,0,1136.2916,1136.2916,0.299759482,8666.9023,0,16682.1479,0,0.951067762,0.951067762,0,1.015866355,1.015866355,2035,2032,8.6787,7.2818,8.0064,8.5519,5706.9224,8163.0721,6868.7998,34929.0127,35.2229,4971.3013,8163.0721,1310.6451,15628.1917,46.8816
1537,1537,30,0,0,0,0,1,0,0,1,0,0,0,0,0,14154.9956,0,3705.9722,3705.9722,0.747052592,8666.9023,0,16682.1479,0,0.978207696,0.978207696,0,1.015866355,1.015866355,2035,2033,8.6787,7.7482,8.0064,8.3146,5706.9224,8163.0721,6868.7998,34929.0127,35.2229,5249.5927,8163.0721,2392.2181,19553.4748,42.6197
1538,1538,35,0,0,0,0,1,0,0,1,0,0,0,0,0,14154.9956,0,6283.7323,6283.7323,1.199736936,8666.9023,0,16682.1479,0,0.999444956,0.999444956,0,1.015866355,1.015866355,2035,2034,8.6787,8.2141,8.0064,8.1379,5706.9224,8163.0721,6868.7998,34929.0127,35.2229,5493.4553,8163.0721,3509.7203,23488.7251,38.7452
1539,1539,40,0,0,0,0,1,0,0,1,0,0,0,0,0,14154.9956,0,8913.2835,8913.2835,1.656476991,8666.9023,0,16682.1479,0,0.999444956,0.999444956,0,1.015866355,1.015866355,2035,2034,8.6787,8.2141,8.0064,8.1379,5706.9224,8163.0721,6868.7998,34929.0127,35.2229,5493.4553,8163.0721,4608.5381,27217.0942,38.7452
1540,1540,45,0,0,0,0,1,0,0,1,0,0,0,0,0,14154.9956,0,11517.6985,11517.6985,2.11539722,8666.9023,0,16682.1479,0,1.015866355,1.015866355,0,1.015866355,1.015866355,2035,2035,8.6787,8.6787,8.0064,8.0064,5706.9224,8163.0721,6868.7998,34929.0127,35.2229,5706.9224,8163.0721,5750.289,31173.2049,35.2229
1541,1541,50,0,0,0,0,1,0,0,1,0,0,0,0,0,14154.9956,0,14154.9956,14154.9956,2.575498631,8666.9023,0,16682.1479,0,1.015866355,1.015866355,0,1.015866355,1.015866355,2035,2035,8.6787,8.6787,8.0064,8.0064,5706.9224,8163.0721,6868.7998,34929.0127,35.2229,5706.9224,8163.0721,6868.7998,34929.0127,35.2229
1542,1542,55,0,0,0,0,1,0,0,1,0,0,0,0,0,14154.9956,0,16777.2371,16777.2371,3.037483916,8666.9023,0,16682.1479,0,1.028628383,1.028628383,0,1.015866355,1.015866355,2035,2036,8.6787,9.141,8.0064,7.9071,5706.9224,8163.0721,6868.7998,34929.0127,35.2229,5894.4189,8163.0721,8017.7441,38884.493,32.0208
1543,1543,60,0,0,0,0,1,0,0,1,0,0,0,0,0,14154.9956,0,19425.6882,19425.6882,3.49996015,8666.9023,0,16682.1479,0,1.028628383,1.028628383,0,1.015866355,1.015866355,2035,2036,8.6787,9.141,8.0064,7.9071,5706.9224,8163.0721,6868.7998,34929.0127,35.2229,5894.4189,8163.0721,9144.4865,42659.6865,32.0208
1544,1544,25,0,0,0,0,1,0,0,1,0,0,1,0,0,32561.9747,0,2209.5726,2209.5726,0.33159505,19707.6903,0,35282.7706,0,2.803952023,2.803952023,0,3.088099718,3.088099718,2046,2039,9.2471,7.3757,5.8567,6.4563,12832.9313,18436.7123,17168.4866,81030.9684,30.8635,11479.4736,18436.7123,3904.0454,36089.9481,60.1442
1545,1545,30,0,0,0,0,1,0,0,1,0,0,1,0,0,32561.9747,0,8195.7113,8195.7113,0.799808463,19707.6903,0,35282.7706,0,2.913752102,2.913752102,0,3.088099718,3.088099718,2046,2041,9.2471,7.8938,5.8567,6.2107,12832.9313,18436.7123,17168.4866,81030.9684,30.8635,11974.9592,18436.7123,6550.3573,45207.4461,49.706
1546,1546,35,0,0,0,0,1,0,0,1,0,0,1,0,0,32561.9747,0,14262.4129,14262.4129,1.271371508,19707.6903,0,35282.7706,0,2.958476744,2.958476744,0,3.088099718,3.088099718,2046,2042,9.2471,8.1584,5.8567,6.1159,12832.9313,18436.7123,17168.4866,81030.9684,30.8635,12184.878,18436.7123,9177.8636,54107.0541,45.1873
1547,1547,40,0,0,0,0,1,0,0,1,0,0,1,0,0,32561.9747,0,20317.3357,20317.3357,1.74549074,19707.6903,0,35282.7706,0,3.031515112,3.031515112,0,3.088099718,3.088099718,2046,2044,9.2471,8.6987,5.8567,5.9671,12832.9313,18436.7123,17168.4866,81030.9684,30.8635,12543.2451,18436.7123,11864.2771,63198.9151,37.3448
1548,1548,45,0,0,0,0,1,0,0,1,0,0,1,0,0,32561.9747,0,26433.2052,26433.2052,2.220899538,19707.6903,0,35282.7706,0,3.061565061,3.061565061,0,3.088099718,3.088099718,2046,2045,9.2471,8.972,5.8567,5.9079,12832.9313,18436.7123,17168.4866,81030.9684,30.8635,12695.6994,18436.7123,14513.5196,72113.0863,33.9499
1549,1549,50,0,0,0,0,1,0,0,1,0,0,1,0,0,32561.9747,0,32561.9747,32561.9747,2.697318507,19707.6903,0,35282.7706,0,3.088099718,3.088099718,0,3.088099718,3.088099718,2046,2046,9.2471,9.2471,5.8567,5.8567,12832.9313,18436.7123,17168.4866,81030.9684,30.8635,12832.9313,18436.7123,17168.4866,81030.9684,30.8635
1550,1550,55,0,0,0,0,1,0,0,1,0,0,1,0,0,32561.9747,0,38720.391,38720.391,3.174135647,19707.6903,0,35282.7706,0,3.088099718,3.088099718,0,3.088099718,3.088099718,2046,2046,9.2471,9.2471,5.8567,5.8567,12832.9313,18436.7123,17168.4866,81030.9684,30.8635,12832.9313,18436.7123,19801.1479,89822.046,30.8635
1551,1551,60,0,0,0,0,1,0,0,1,0,0,1,0,0,32561.9747,0,44860.9308,44860.9308,3.651542055,19707.6903,0,35282.7706,0,3.110246781,3.110246781,0,3.088099718,3.088099718,2046,2047,9.2471,9.5275,5.8567,5.8146,12832.9313,18436.7123,17168.4866,81030.9684,30.8635,12956.4485,18436.7123,22462.55,98744.6994,28.0577
1552,1552,25,0,0,0,0,1,0,0,1,1,0,0,0,0,27026.2557,0,-776.777,-776.777,0.082747984,26169.0705,0,25918.1048,0,2.340647478,2.340647478,0,2.484186438,2.484186438,2042,2037,7.5373,6.2086,9.8665,10.4715,9511.8119,23105.2769,14623.7756,74330.3822,63.2622,8583.7943,23105.2769,2688.6691,33702.8477,101.8843
1553,1553,30,0,0,0,0,1,0,0,1,1,0,0,0,0,27026.2557,0,4798.367,4798.367,0.4233999,26169.0705,0,25918.1048,0,2.379079467,2.379079467,0,2.484186438,2.484186438,2042,2038,7.5373,6.4774,9.8665,10.3024,9511.8119,23105.2769,14623.7756,74330.3822,63.2622,8815.8739,23105.2769,4984.2877,41796.4276,92.6221
1554,1554,35,0,0,0,0,1,0,0,1,1,0,0,0,0,27026.2557,0,10339.5835,10339.5835,0.766267388,26169.0705,0,25918.1048,0,2.411528206,2.411528206,0,2.484186438,2.484186438,2042,2039,7.5373,6.7456,9.8665,10.1637,9511.8119,23105.2769,14623.7756,74330.3822,63.2622,9021.7629,23105.2769,7365.0245,49915.8498,84.2019
1555,1555,40,0,0,0,0,1,0,0,1,1,0,0,0,0,27026.2557,0,15847.0774,15847.0774,1.111165462,26169.0705,0,25918.1048,0,2.463464147,2.463464147,0,2.484186438,2.484186438,2042,2041,7.5373,7.2758,9.8665,9.9495,9511.8119,23105.2769,14623.7756,74330.3822,63.2622,9367.3027,23105.2769,9826.4006,58215.646,69.5884
1556,1556,45,0,0,0,0,1,0,0,1,1,0,0,0,0,27026.2557,0,21416.8376,21416.8376,1.456720063,26169.0705,0,25918.1048,0,2.484186438,2.484186438,0,2.484186438,2.484186438,2042,2042,7.5373,7.5373,9.8665,9.8665,9511.8119,23105.2769,14623.7756,74330.3822,63.2622,9511.8119,23105.2769,12240.6795,66337.868,63.2622
1557,1557,50,0,0,0,0,1,0,0,1,1,0,0,0,0,27026.2557,0,27026.2557,27026.2557,1.802641474,26169.0705,0,25918.1048,0,2.484186438,2.484186438,0,2.484186438,2.484186438,2042,2042,7.5373,7.5373,9.8665,9.8665,9511.8119,23105.2769,14623.7756,74330.3822,63.2622,9511.8119,23105.2769,14623.7756,74330.3822,63.2622
1558,1558,55,0,0,0,0,1,0,0,1,1,0,0,0,0,27026.2557,0,32604.4108,32604.4108,2.149102592,26169.0705,0,25918.1048,0,2.501038335,2.501038335,0,2.484186438,2.484186438,2042,2043,7.5373,7.7998,9.8665,9.8,9511.8119,23105.2769,14623.7756,74330.3822,63.2622,9640.3933,23105.2769,17050.6046,82458.1967,57.511
1559,1559,60,0,0,0,0,1,0,0,1,1,0,0,0,0,27026.2557,0,38193.3165,38193.3165,2.496089554,26169.0705,0,25918.1048,0,2.51617461,2.51617461,0,2.484186438,2.484186438,2042,2044,7.5373,8.0591,9.8665,9.741,9511.8119,23105.2769,14623.7756,74330.3822,63.2622,9755.3422,23105.2769,19478.8327,90585.051,52.2828
1560,1560,25,0,0,0,0,1,0,0,1,1,0,1,0,0,45655.1799,0,563.8412,563.8412,0.18454875,37209.8586,0,44518.7276,0,4.245548858,4.245548858,0,4.562227726,4.562227726,2046,2040,7.9239,6.473,7.5298,8.096,15907.6122,33378.9171,25214.644,120218.0802,61.727,14506.8785,33378.9171,5596.2116,54155.2014,109.3532
1561,1561,30,0,0,0,0,1,0,0,1,1,0,1,0,0,45655.1799,0,9486.3276,9486.3276,0.569361514,37209.8586,0,44518.7276,0,4.380989527,4.380989527,0,4.562227726,4.562227726,2046,2042,7.9239,6.9458,7.5298,7.8438,15907.6122,33378.9171,25214.644,120218.0802,61.727,15074.9852,33378.9171,9518.3904,67548.9948,90.3745
1562,1562,35,0,0,0,0,1,0,0,1,1,0,1,0,0,45655.1799,0,18499.0659,18499.0659,0.956066992,37209.8586,0,44518.7276,0,4.435135575,4.435135575,0,4.562227726,4.562227726,2046,2043,7.9239,7.1878,7.5298,7.7473,15907.6122,33378.9171,25214.644,120218.0802,61.727,15316.7377,33378.9171,13413.4942,80690.3735,82.1586
1563,1563,40,0,0,0,0,1,0,0,1,1,0,1,0,0,45655.1799,0,27530.2669,27530.2669,1.344244658,37209.8586,0,44518.7276,0,4.483297821,4.483297821,0,4.562227726,4.562227726,2046,2044,7.9239,7.4315,7.5298,7.6634,15907.6122,33378.9171,25214.644,120218.0802,61.727,15534.8796,33378.9171,17339.2755,93858.0288,74.6897
1564,1564,45,0,0,0,0,1,0,0,1,1,0,1,0,0,45655.1799,0,36539.4813,36539.4813,1.733577351,37209.8586,0,44518.7276,0,4.562227726,4.562227726,0,4.562227726,4.562227726,2046,2046,7.9239,7.9239,7.5298,7.5298,15907.6122,33378.9171,25214.644,120218.0802,61.727,15907.6122,33378.9171,21325.5971,107213.3347,61.727
1565,1565,50,0,0,0,0,1,0,0,1,1,0,1,0,0,45655.1799,0,45655.1799,45655.1799,2.123185954,37209.8586,0,44518.7276,0,4.562227726,4.562227726,0,4.562227726,4.562227726,2046,2046,7.9239,7.9239,7.5298,7.5298,15907.6122,33378.9171,25214.644,120218.0802,61.727,15907.6122,33378.9171,25214.644,120218.0802,61.727
1566,1566,55,0,0,0,0,1,0,0,1,1,0,1,0,0,45655.1799,0,54737.5937,54737.5937,2.513358561,37209.8586,0,44518.7276,0,4.593977589,4.593977589,0,4.562227726,4.562227726,2046,2047,7.9239,8.1736,7.5298,7.4773,15907.6122,33378.9171,25214.644,120218.0802,61.727,16066.8419,33378.9171,29155.8017,133395.2698,56.1155
1567,1567,60,0,0,0,0,1,0,0,1,1,0,1,0,0,45655.1799,0,63857.8193,63857.8193,2.903473583,37209.8586,0,44518.7276,0,4.593977589,4.593977589,0,4.562227726,4.562227726,2046,2047,7.9239,8.1736,7.5298,7.4773,15907.6122,33378.9171,25214.644,120218.0802,61.727,16066.8419,33378.9171,33057.2254,146416.9192,56.1155
1568,1568,25,0,0,0,0,1,0,0,1,0,1,0,0,0,29813.6617,0,-615.3362,-615.3362,0.098430396,27647.5077,0,29923.2261,0,2.602419787,2.602419787,0,2.797921551,2.797921551,2043,2037,8.1176,6.5287,9.2621,9.9579,11172.8269,24386.7628,16155.7751,81586.5376,57.511,9956.2302,24386.7628,3015.7583,36845.2994,101.8843
1569,1569,30,0,0,0,0,1,0,0,1,0,1,0,0,0,29813.6617,0,5413.2237,5413.2237,0.452059139,27647.5077,0,29923.2261,0,2.687991898,2.687991898,0,2.797921551,2.797921551,2043,2039,8.1176,7.0693,9.2621,9.6409,11172.8269,24386.7628,16155.7751,81586.5376,57.511,10464.1558,24386.7628,5611.1425,45959.4867,84.2019
1570,1570,35,0,0,0,0,1,0,0,1,0,1,0,0,0,29813.6617,0,11500.3589,11500.3589,0.808317644,27647.5077,0,29923.2261,0,2.721618474,2.721618474,0,2.797921551,2.797921551,2043,2040,8.1176,7.3369,9.2621,9.5218,11172.8269,24386.7628,16155.7751,81586.5376,57.511,10675.1286,24386.7628,8212.0835,54850.881,76.5472
1571,1571,40,0,0,0,0,1,0,0,1,0,1,0,0,0,29813.6617,0,17593.3699,17593.3699,1.166280112,27647.5077,0,29923.2261,0,2.75104287,2.75104287,0,2.797921551,2.797921551,2043,2041,8.1176,7.5997,9.2621,9.4199,11172.8269,24386.7628,16155.7751,81586.5376,57.511,10861.5407,24386.7628,10848.7032,63759.965,69.5884
1572,1572,45,0,0,0,0,1,0,0,1,0,1,0,0,0,29813.6617,0,23698.0791,23698.0791,1.525270417,27647.5077,0,29923.2261,0,2.77622031,2.77622031,0,2.797921551,2.797921551,2043,2042,8.1176,7.8601,9.2621,9.3345,11172.8269,24386.7628,16155.7751,81586.5376,57.511,11026.5944,24386.7628,13498.6906,72673.389,63.2622
1573,1573,50,0,0,0,0,1,0,0,1,0,1,0,0,0,29813.6617,0,29813.6617,29813.6617,1.884997614,27647.5077,0,29923.2261,0,2.797921551,2.797921551,0,2.797921551,2.797921551,2043,2043,8.1176,8.1176,9.2621,9.2621,11172.8269,24386.7628,16155.7751,81586.5376,57.511,11172.8269,24386.7628,16155.7751,81586.5376,57.511
1574,1574,55,0,0,0,0,1,0,0,1,0,1,0,0,0,29813.6617,0,35915.9547,35915.9547,2.245623941,27647.5077,0,29923.2261,0,2.834773931,2.834773931,0,2.797921551,2.797921551,2043,2045,8.1176,8.6199,9.2621,9.1417,11172.8269,24386.7628,16155.7751,81586.5376,57.511,11418.3354,24386.7628,18848.0764,90616.6591,47.5298
1575,1575,60,0,0,0,0,1,0,0,1,0,1,0,0,0,29813.6617,0,42083.7852,42083.7852,2.606379011,27647.5077,0,29923.2261,0,2.834773931,2.834773931,0,2.797921551,2.797921551,2043,2045,8.1176,8.6199,9.2621,9.1417,11172.8269,24386.7628,16155.7751,81586.5376,57.511,11418.3354,24386.7628,21477.9797,99414.3929,47.5298
