,ID,E_Brent,NE_C1,NE_C2,NE_C3,NE_C4,NE_C5,M1_C1,M2_C1,M2_C2,B44_C1,B44_C2,SW_C1,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
1671,1671,50,0,0,0,0,1,0,0,0,0,1,1,0,39063.6878,0,39063.6878,39063.6878,2.002958785042609,33315.5271,0,17640.7146,0.0,3.283763323500288,3.283763323500288,0.0,3.283763323500288,3.283763323500288,2050.0,2050.0,5.0388,5.0388,9.516,9.516,6712.8931,30040.1439,21105.1941,96959.8633,37.9443,6712.8931,30040.1439,21105.1941,96959.8633,37.9443
1672,1672,55,0,0,0,0,1,0,0,0,0,1,1,0,39063.6878,0,46367.5551,46367.5551,2.3500224252690582,33315.5271,0,17640.7146,0.0,3.283763323500288,3.283763323500288,0.0,3.283763323500288,3.283763323500288,2050.0,2050.0,5.0388,5.0388,9.516,9.516,6712.8931,30040.1439,21105.1941,96959.8633,37.9443,6712.8931,30040.1439,24227.1185,107385.655,37.9443
1673,1673,60,0,0,0,0,1,0,0,0,0,1,1,0,39063.6878,0,53669.1701,53669.1701,2.697086065495507,33315.5271,0,17640.7146,0.0,3.283763323500288,3.283763323500288,0.0,3.283763323500288,3.283763323500288,2050.0,2050.0,5.0388,5.0388,9.516,9.516,6712.8931,30040.1439,21105.1941,96959.8633,37.9443,6712.8931,30040.1439,27351.2953,117811.4468,37.9443
1674,1674,20,0,0,0,0,1,0,1,0,0,0,0,0,33131.6819,0,5448.6082,5448.6082,1.050024712417427,8664.8644,0,14615.6271,0.0,1.7699766047448742,1.7699766047448742,0.0,2.216482282316058,2.216482282316058,2050.0,2035.0,6.2644,3.77,3.7138,4.6507,5529.6576,8261.624,15519.8911,62451.2867,8.4321,4224.6847,8261.624,3226.696,21196.8357,35.2229
1675,1675,25,0,0,0,0,1,0,1,0,0,0,0,0,33131.6819,0,9559.8332,9559.8332,1.824692855347471,8664.8644,0,14615.6271,0.0,2.216482282316058,2.216482282316058,0.0,2.216482282316058,2.216482282316058,2050.0,2050.0,6.2644,6.2644,3.7138,3.7138,5529.6576,8261.624,15519.8911,62451.2867,8.4321,5529.6576,8261.624,5515.7792,28875.3261,8.4321
1676,1676,30,0,0,0,0,1,0,1,0,0,0,0,0,33131.6819,0,14288.3531,14288.3531,2.637473310065884,8664.8644,0,14615.6271,0.0,2.216482282316058,2.216482282316058,0.0,2.216482282316058,2.216482282316058,2050.0,2050.0,6.2644,6.2644,3.7138,3.7138,5529.6576,8261.624,15519.8911,62451.2867,8.4321,5529.6576,8261.624,7502.4514,35590.5182,8.4321
1677,1677,35,0,0,0,0,1,0,1,0,0,0,0,0,33131.6819,0,19004.7434,19004.7434,3.4502537647842995,8664.8644,0,14615.6271,0.0,2.216482282316058,2.216482282316058,0.0,2.216482282316058,2.216482282316058,2050.0,2050.0,6.2644,6.2644,3.7138,3.7138,5529.6576,8261.624,15519.8911,62451.2867,8.4321,5529.6576,8261.624,9501.2532,42305.7103,8.4321
1678,1678,40,0,0,0,0,1,0,1,0,0,0,0,0,33131.6819,0,23716.2417,23716.2417,4.263034219502712,8664.8644,0,14615.6271,0.0,2.216482282316058,2.216482282316058,0.0,2.216482282316058,2.216482282316058,2050.0,2050.0,6.2644,6.2644,3.7138,3.7138,5529.6576,8261.624,15519.8911,62451.2867,8.4321,5529.6576,8261.624,11504.947,49020.9025,8.4321
1679,1679,45,0,0,0,0,1,0,1,0,0,0,0,0,33131.6819,0,28424.8403,28424.8403,5.075814674221127,8664.8644,0,14615.6271,0.0,2.216482282316058,2.216482282316058,0.0,2.216482282316058,2.216482282316058,2050.0,2050.0,6.2644,6.2644,3.7138,3.7138,5529.6576,8261.624,15519.8911,62451.2867,8.4321,5529.6576,8261.624,13511.5405,55736.0946,8.4321
1680,1680,50,0,0,0,0,1,0,1,0,0,0,0,0,33131.6819,0,33131.6819,33131.6819,5.8885951289395395,8664.8644,0,14615.6271,0.0,2.216482282316058,2.216482282316058,0.0,2.216482282316058,2.216482282316058,2050.0,2050.0,6.2644,6.2644,3.7138,3.7138,5529.6576,8261.624,15519.8911,62451.2867,8.4321,5529.6576,8261.624,15519.8911,62451.2867,8.4321
1681,1681,55,0,0,0,0,1,0,1,0,0,0,0,0,33131.6819,0,37835.7157,37835.7157,6.701375583657956,8664.8644,0,14615.6271,0.0,2.216482282316058,2.216482282316058,0.0,2.216482282316058,2.216482282316058,2050.0,2050.0,6.2644,6.2644,3.7138,3.7138,5529.6576,8261.624,15519.8911,62451.2867,8.4321,5529.6576,8261.624,17531.0493,69166.4788,8.4321
1682,1682,60,0,0,0,0,1,0,1,0,0,0,0,0,33131.6819,0,42539.7496,42539.7496,7.514156038376367,8664.8644,0,14615.6271,0.0,2.216482282316058,2.216482282316058,0.0,2.216482282316058,2.216482282316058,2050.0,2050.0,6.2644,6.2644,3.7138,3.7138,5529.6576,8261.624,15519.8911,62451.2867,8.4321,5529.6576,8261.624,19542.2076,75881.6709,8.4321
1683,1683,20,0,0,0,0,1,0,1,0,0,0,1,0,51357.8812,0,5634.1488,5634.1488,0.5433622417076931,19547.5524,0,22966.7604,0.0,2.960094516526089,2.960094516526089,0.0,3.509828178463203,3.509828178463203,2050.0,2035.0,6.1426,3.4921,5.2281,6.1923,8677.2977,18535.2642,24723.3204,103314.8437,21.0802,6621.9916,18535.2642,4437.0704,35316.5321,88.0572
1684,1684,25,0,0,0,0,1,0,1,0,0,0,1,0,51357.8812,0,13164.5946,13164.5946,1.123813227287152,19547.5524,0,22966.7604,0.0,3.007390823979322,3.007390823979322,0.0,3.509828178463203,3.509828178463203,2050.0,2036.0,6.1426,3.7042,5.2281,6.0949,8677.2977,18535.2642,24723.3204,103314.8437,21.0802,6882.2451,18535.2642,7665.2835,46327.4395,80.052
1685,1685,30,0,0,0,0,1,0,1,0,0,0,1,0,51357.8812,0,20159.5061,20159.5061,1.7072948325076205,19547.5524,0,22966.7604,0.0,3.509828178463203,3.509828178463203,0.0,3.509828178463203,3.509828178463203,2050.0,2050.0,6.1426,6.1426,5.2281,5.2281,8677.2977,18535.2642,24723.3204,103314.8437,21.0802,8677.2977,18535.2642,11485.2037,58878.3518,21.0802
1686,1686,35,0,0,0,0,1,0,1,0,0,0,1,0,51357.8812,0,27987.406,27987.406,2.306654043386387,19547.5524,0,22966.7604,0.0,3.509828178463203,3.509828178463203,0.0,3.509828178463203,3.509828178463203,2050.0,2050.0,6.1426,6.1426,5.2281,5.2281,8677.2977,18535.2642,24723.3204,103314.8437,21.0802,8677.2977,18535.2642,14766.4267,69987.4747,21.0802
1687,1687,40,0,0,0,0,1,0,1,0,0,0,1,0,51357.8812,0,35783.2356,35783.2356,2.906013254265152,19547.5524,0,22966.7604,0.0,3.509828178463203,3.509828178463203,0.0,3.509828178463203,3.509828178463203,2050.0,2050.0,6.1426,6.1426,5.2281,5.2281,8677.2977,18535.2642,24723.3204,103314.8437,21.0802,8677.2977,18535.2642,18079.72,81096.5977,21.0802
1688,1688,45,0,0,0,0,1,0,1,0,0,0,1,0,51357.8812,0,43571.8773,43571.8773,3.505372465143919,19547.5524,0,22966.7604,0.0,3.509828178463203,3.509828178463203,0.0,3.509828178463203,3.509828178463203,2050.0,2050.0,6.1426,6.1426,5.2281,5.2281,8677.2977,18535.2642,24723.3204,103314.8437,21.0802,8677.2977,18535.2642,21400.2013,92205.7207,21.0802
1689,1689,50,0,0,0,0,1,0,1,0,0,0,1,0,51357.8812,0,51357.8812,51357.8812,4.104731676022686,19547.5524,0,22966.7604,0.0,3.509828178463203,3.509828178463203,0.0,3.509828178463203,3.509828178463203,2050.0,2050.0,6.1426,6.1426,5.2281,5.2281,8677.2977,18535.2642,24723.3204,103314.8437,21.0802,8677.2977,18535.2642,24723.3204,103314.8437,21.0802
1690,1690,55,0,0,0,0,1,0,1,0,0,0,1,0,51357.8812,0,59142.0157,59142.0157,4.704090886901452,19547.5524,0,22966.7604,0.0,3.509828178463203,3.509828178463203,0.0,3.509828178463203,3.509828178463203,2050.0,2050.0,6.1426,6.1426,5.2281,5.2281,8677.2977,18535.2642,24723.3204,103314.8437,21.0802,8677.2977,18535.2642,28048.3088,114423.9666,21.0802
1691,1691,60,0,0,0,0,1,0,1,0,0,0,1,0,51357.8812,0,66923.7549,66923.7549,5.3034500977802175,19547.5524,0,22966.7604,0.0,3.509828178463203,3.509828178463203,0.0,3.509828178463203,3.509828178463203,2050.0,2050.0,6.1426,6.1426,5.2281,5.2281,8677.2977,18535.2642,24723.3204,103314.8437,21.0802,8677.2977,18535.2642,31375.6927,125533.0896,21.0802
1692,1692,20,0,0,0,0,1,0,1,0,1,0,0,0,48553.5026,0,2299.6069,2299.6069,0.25115740979177675,25903.5326,0,22966.7604,0.0,2.998902709301563,2.998902709301563,0.0,3.552002501163654,3.552002501163654,2050.0,2035.0,6.1426,3.4921,6.928,8.2058,8677.2977,23203.8288,24183.2096,104647.3509,29.5123,6621.9916,23203.8288,3528.2497,35776.957,123.28
1693,1693,25,0,0,0,0,1,0,1,0,1,0,0,0,48553.5026,0,9919.7345,9919.7345,0.7215814240104693,25903.5326,0,22966.7604,0.0,3.086073802470745,3.086073802470745,0.0,3.552002501163654,3.552002501163654,2050.0,2037.0,6.1426,3.9169,6.928,7.974,8677.2977,23203.8288,24183.2096,104647.3509,29.5123,7115.2496,23203.8288,6823.8409,47164.5381,101.8843
1694,1694,30,0,0,0,0,1,0,1,0,1,0,0,0,48553.5026,0,16906.9264,16906.9264,1.194927551097723,25903.5326,0,22966.7604,0.0,3.552002501163654,3.552002501163654,0.0,3.552002501163654,3.552002501163654,2050.0,2050.0,6.1426,6.1426,6.928,6.928,8677.2977,23203.8288,24183.2096,104647.3509,29.5123,8677.2977,23203.8288,10820.1725,59637.7376,29.5123
1695,1695,35,0,0,0,0,1,0,1,0,1,0,0,0,48553.5026,0,24872.4808,24872.4808,1.679861326639118,25903.5326,0,22966.7604,0.0,3.552002501163654,3.552002501163654,0.0,3.552002501163654,3.552002501163654,2050.0,2050.0,6.1426,6.1426,6.928,6.928,8677.2977,23203.8288,24183.2096,104647.3509,29.5123,8677.2977,23203.8288,14107.0214,70890.141,29.5123
1696,1696,40,0,0,0,0,1,0,1,0,1,0,0,0,48553.5026,0,32774.1459,32774.1459,2.164795102180513,25903.5326,0,22966.7604,0.0,3.552002501163654,3.552002501163654,0.0,3.552002501163654,3.552002501163654,2050.0,2050.0,6.1426,6.1426,6.928,6.928,8677.2977,23203.8288,24183.2096,104647.3509,29.5123,8677.2977,23203.8288,17457.7596,82142.5443,29.5123
1697,1697,45,0,0,0,0,1,0,1,0,1,0,0,0,48553.5026,0,40665.5522,40665.5522,2.6497288777219086,25903.5326,0,22966.7604,0.0,3.552002501163654,3.552002501163654,0.0,3.552002501163654,3.552002501163654,2050.0,2050.0,6.1426,6.1426,6.928,6.928,8677.2977,23203.8288,24183.2096,104647.3509,29.5123,8677.2977,23203.8288,20818.7567,93394.9476,29.5123
1698,1698,50,0,0,0,0,1,0,1,0,1,0,0,0,48553.5026,0,48553.5026,48553.5026,3.134662653263303,25903.5326,0,22966.7604,0.0,3.552002501163654,3.552002501163654,0.0,3.552002501163654,3.552002501163654,2050.0,2050.0,6.1426,6.1426,6.928,6.928,8677.2977,23203.8288,24183.2096,104647.3509,29.5123,8677.2977,23203.8288,24183.2096,104647.3509,29.5123
1699,1699,55,0,0,0,0,1,0,1,0,1,0,0,0,48553.5026,0,56438.0335,56438.0335,3.6195964288046967,25903.5326,0,22966.7604,0.0,3.552002501163654,3.552002501163654,0.0,3.552002501163654,3.552002501163654,2050.0,2050.0,6.1426,6.1426,6.928,6.928,8677.2977,23203.8288,24183.2096,104647.3509,29.5123,8677.2977,23203.8288,27551.0821,115899.7543,29.5123
1700,1700,60,0,0,0,0,1,0,1,0,1,0,0,0,48553.5026,0,64321.7376,64321.7376,4.1045302043460925,25903.5326,0,22966.7604,0.0,3.552002501163654,3.552002501163654,0.0,3.552002501163654,3.552002501163654,2050.0,2050.0,6.1426,6.1426,6.928,6.928,8677.2977,23203.8288,24183.2096,104647.3509,29.5123,8677.2977,23203.8288,30919.7813,127152.1576,29.5123
1701,1701,20,0,0,0,0,1,0,1,0,1,0,1,0,66857.3774,0,2479.1236,2479.1236,0.2157831201382349,36786.2207,0,31317.8937,0.0,4.189020621082778,4.189020621082778,0.0,4.845348397310799,4.845348397310799,2050.0,2035.0,6.0873,3.3757,7.1502,8.2659,11824.9377,33477.469,33308.9634,145510.9079,42.1604,9019.2986,33477.469,4744.6479,49896.6534,176.1143
1702,1702,25,0,0,0,0,1,0,1,0,1,0,1,0,66857.3774,0,13109.0419,13109.0419,0.6711613065098473,36786.2207,0,31317.8937,0.0,4.311525377788357,4.311525377788357,0.0,4.845348397310799,4.845348397310799,2050.0,2037.0,6.0873,3.7866,7.1502,8.031,11824.9377,33477.469,33308.9634,145510.9079,42.1604,9692.7921,33477.469,9359.4252,65784.2772,145.549
1703,1703,30,0,0,0,0,1,0,1,0,1,0,1,0,66857.3774,0,22810.6564,22810.6564,1.122591753395943,36786.2207,0,31317.8937,0.0,4.845348397310799,4.845348397310799,0.0,4.845348397310799,4.845348397310799,2050.0,2050.0,6.0873,6.0873,7.1502,7.1502,11824.9377,33477.469,33308.9634,145510.9079,42.1604,11824.9377,33477.469,14770.3478,82925.5712,42.1604
1704,1704,35,0,0,0,0,1,0,1,0,1,0,1,0,66857.3774,0,33879.5737,33879.5737,1.589967389934967,36786.2207,0,31317.8937,0.0,4.845348397310799,4.845348397310799,0.0,4.845348397310799,4.845348397310799,2050.0,2050.0,6.0873,6.0873,7.1502,7.1502,11824.9377,33477.469,33308.9634,145510.9079,42.1604,11824.9377,33477.469,19347.7647,98571.9054,42.1604
1705,1705,40,0,0,0,0,1,0,1,0,1,0,1,0,66857.3774,0,44915.24,44915.24,2.057343026473991,36786.2207,0,31317.8937,0.0,4.845348397310799,4.845348397310799,0.0,4.845348397310799,4.845348397310799,2050.0,2050.0,6.0873,6.0873,7.1502,7.1502,11824.9377,33477.469,33308.9634,145510.9079,42.1604,11824.9377,33477.469,23958.4325,114218.2395,42.1604
1706,1706,45,0,0,0,0,1,0,1,0,1,0,1,0,66857.3774,0,55890.5352,55890.5352,2.524718663013016,36786.2207,0,31317.8937,0.0,4.845348397310799,4.845348397310799,0.0,4.845348397310799,4.845348397310799,2050.0,2050.0,6.0873,6.0873,7.1502,7.1502,11824.9377,33477.469,33308.9634,145510.9079,42.1604,11824.9377,33477.469,28629.4715,129864.5737,42.1604
1707,1707,50,0,0,0,0,1,0,1,0,1,0,1,0,66857.3774,0,66857.3774,66857.3774,2.9920942995520408,36786.2207,0,31317.8937,0.0,4.845348397310799,4.845348397310799,0.0,4.845348397310799,4.845348397310799,2050.0,2050.0,6.0873,6.0873,7.1502,7.1502,11824.9377,33477.469,33308.9634,145510.9079,42.1604,11824.9377,33477.469,33308.9634,145510.9079,42.1604
1708,1708,55,0,0,0,0,1,0,1,0,1,0,1,0,66857.3774,0,77820.7297,77820.7297,3.459469936091065,36786.2207,0,31317.8937,0.0,4.845348397310799,4.845348397310799,0.0,4.845348397310799,4.845348397310799,2050.0,2050.0,6.0873,6.0873,7.1502,7.1502,11824.9377,33477.469,33308.9634,145510.9079,42.1604,11824.9377,33477.469,37991.9454,161157.2421,42.1604
1709,1709,60,0,0,0,0,1,0,1,0,1,0,1,0,66857.3774,0,88781.7966,88781.7966,3.9268455726300906,36786.2207,0,31317.8937,0.0,4.845348397310799,4.845348397310799,0.0,4.845348397310799,4.845348397310799,2050.0,2050.0,6.0873,6.0873,7.1502,7.1502,11824.9377,33477.469,33308.9634,145510.9079,42.1604,11824.9377,33477.469,42677.2127,176803.5763,42.1604
1710,1710,20,0,0,0,0,1,0,1,0,0,1,0,0,44452.928,0,788.4938,788.4938,0.15795130981139185,27381.9698,0,17640.7146,0.0,2.8340630715856703,2.8340630715856703,0.0,3.3259376462007366,3.3259376462007366,2050.0,2036.0,5.0388,3.0877,7.8212,9.1786,6712.8931,24485.3147,22611.7225,98292.3706,29.5123,5348.5083,24485.3147,3078.944,33813.3337,112.0728
1711,1711,25,0,0,0,0,1,0,1,0,0,1,0,0,44452.928,0,7280.3251,7280.3251,0.5807347325675855,27381.9698,0,17640.7146,0.0,3.3259376462007366,3.3259376462007366,0.0,3.3259376462007366,3.3259376462007366,2050.0,2050.0,5.0388,5.0388,7.8212,7.8212,6712.8931,24485.3147,22611.7225,98292.3706,29.5123,6712.8931,24485.3147,6938.9649,45447.0101,29.5123
1712,1712,30,0,0,0,0,1,0,1,0,0,1,0,0,44452.928,0,14790.0396,14790.0396,1.012389709346312,27381.9698,0,17640.7146,0.0,3.3259376462007366,3.3259376462007366,0.0,3.3259376462007366,3.3259376462007366,2050.0,2050.0,5.0388,5.0388,7.8212,7.8212,6712.8931,24485.3147,22611.7225,98292.3706,29.5123,6712.8931,24485.3147,9998.3224,56016.0822,29.5123
1713,1713,35,0,0,0,0,1,0,1,0,0,1,0,0,44452.928,0,22225.1793,22225.1793,1.4440446861250382,27381.9698,0,17640.7146,0.0,3.3259376462007366,3.3259376462007366,0.0,3.3259376462007366,3.3259376462007366,2050.0,2050.0,5.0388,5.0388,7.8212,7.8212,6712.8931,24485.3147,22611.7225,98292.3706,29.5123,6712.8931,24485.3147,13132.2548,66585.1543,29.5123
1714,1714,40,0,0,0,0,1,0,1,0,0,1,0,0,44452.928,0,29638.3756,29638.3756,1.8756996629037657,27381.9698,0,17640.7146,0.0,3.3259376462007366,3.3259376462007366,0.0,3.3259376462007366,3.3259376462007366,2050.0,2050.0,5.0388,5.0388,7.8212,7.8212,6712.8931,24485.3147,22611.7225,98292.3706,29.5123,6712.8931,24485.3147,16288.1306,77154.2264,29.5123
1715,1715,45,0,0,0,0,1,0,1,0,0,1,0,0,44452.928,0,37047.0629,37047.0629,2.307354639682492,27381.9698,0,17640.7146,0.0,3.3259376462007366,3.3259376462007366,0.0,3.3259376462007366,3.3259376462007366,2050.0,2050.0,5.0388,5.0388,7.8212,7.8212,6712.8931,24485.3147,22611.7225,98292.3706,29.5123,6712.8931,24485.3147,19448.5155,87723.2985,29.5123
1716,1716,50,0,0,0,0,1,0,1,0,0,1,0,0,44452.928,0,44452.928,44452.928,2.7390096164612174,27381.9698,0,17640.7146,0.0,3.3259376462007366,3.3259376462007366,0.0,3.3259376462007366,3.3259376462007366,2050.0,2050.0,5.0388,5.0388,7.8212,7.8212,6712.8931,24485.3147,22611.7225,98292.3706,29.5123,6712.8931,24485.3147,22611.7225,98292.3706,29.5123
1717,1717,55,0,0,0,0,1,0,1,0,0,1,0,0,44452.928,0,51855.2557,51855.2557,3.170664593239945,27381.9698,0,17640.7146,0.0,3.3259376462007366,3.3259376462007366,0.0,3.3259376462007366,3.3259376462007366,2050.0,2050.0,5.0388,5.0388,7.8212,7.8212,6712.8931,24485.3147,22611.7225,98292.3706,29.5123,6712.8931,24485.3147,25778.4669,108861.4427,29.5123
1718,1718,60,0,0,0,0,1,0,1,0,0,1,0,0,44452.928,0,59256.974,59256.974,3.6023195700186723,27381.9698,0,17640.7146,0.0,3.3259376462007366,3.3259376462007366,0.0,3.3259376462007366,3.3259376462007366,2050.0,2050.0,5.0388,5.0388,7.8212,7.8212,6712.8931,24485.3147,22611.7225,98292.3706,29.5123,6712.8931,24485.3147,28945.8206,119430.5148,29.5123
1719,1719,20,0,0,0,0,1,0,1,0,0,1,1,0,62781.6066,0,952.0183,952.0183,0.1516291280666089,38264.6578,0,25991.8479,0.0,4.043610095352944,4.043610095352944,0.0,4.6192835423478815,4.6192835423478815,2050.0,2036.0,5.2971,3.1466,7.7983,8.903,9860.5332,34758.9549,31712.6726,139155.9276,42.1604,7840.8875,34758.9549,4318.4585,48030.4232,160.104
1720,1720,25,0,0,0,0,1,0,1,0,0,1,1,0,62781.6066,0,11259.3059,11259.3059,0.5720025080579789,38264.6578,0,25991.8479,0.0,4.094963215122073,4.094963215122073,0.0,4.6192835423478815,4.6192835423478815,2050.0,2037.0,5.2971,3.3254,7.7983,8.7913,9860.5332,34758.9549,31712.6726,139155.9276,42.1604,8103.2905,34758.9549,8622.9293,62890.0296,145.549
1721,1721,30,0,0,0,0,1,0,1,0,0,1,1,0,62781.6066,0,20721.1935,20721.1935,0.9966416544235694,38264.6578,0,25991.8479,0.0,4.6192835423478815,4.6192835423478815,0.0,4.6192835423478815,4.6192835423478815,2050.0,2050.0,5.2971,5.2971,7.7983,7.7983,9860.5332,34758.9549,31712.6726,139155.9276,42.1604,9860.5332,34758.9549,13921.0737,79303.9157,42.1604
1722,1722,35,0,0,0,0,1,0,1,0,0,1,1,0,62781.6066,0,31300.788,31300.788,1.4271201769121775,38264.6578,0,25991.8479,0.0,4.6192835423478815,4.6192835423478815,0.0,4.6192835423478815,4.6192835423478815,2050.0,2050.0,5.2971,5.2971,7.7983,7.7983,9860.5332,34758.9549,31712.6726,139155.9276,42.1604,9860.5332,34758.9549,18304.4822,94266.9187,42.1604
1723,1723,40,0,0,0,0,1,0,1,0,0,1,1,0,62781.6066,0,41807.7073,41807.7073,1.8575986994007845,38264.6578,0,25991.8479,0.0,4.6192835423478815,4.6192835423478815,0.0,4.6192835423478815,4.6192835423478815,2050.0,2050.0,5.2971,5.2971,7.7983,7.7983,9860.5332,34758.9549,31712.6726,139155.9276,42.1604,9860.5332,34758.9549,22760.5659,109229.9216,42.1604
1724,1724,45,0,0,0,0,1,0,1,0,0,1,1,0,62781.6066,0,52296.92,52296.92,2.2880772218893926,38264.6578,0,25991.8479,0.0,4.6192835423478815,4.6192835423478815,0.0,4.6192835423478815,4.6192835423478815,2050.0,2050.0,5.2971,5.2971,7.7983,7.7983,9860.5332,34758.9549,31712.6726,139155.9276,42.1604,9860.5332,34758.9549,27234.3561,124192.9246,42.1604
1725,1725,50,0,0,0,0,1,0,1,0,0,1,1,0,62781.6066,0,62781.6066,62781.6066,2.7185557443780017,38264.6578,0,25991.8479,0.0,4.6192835423478815,4.6192835423478815,0.0,4.6192835423478815,4.6192835423478815,2050.0,2050.0,5.2971,5.2971,7.7983,7.7983,9860.5332,34758.9549,31712.6726,139155.9276,42.1604,9860.5332,34758.9549,31712.6726,139155.9276,42.1604
1726,1726,55,0,0,0,0,1,0,1,0,0,1,1,0,62781.6066,0,73263.7882,73263.7882,3.1490342668666074,38264.6578,0,25991.8479,0.0,4.6192835423478815,4.6192835423478815,0.0,4.6192835423478815,4.6192835423478815,2050.0,2050.0,5.2971,5.2971,7.7983,7.7983,9860.5332,34758.9549,31712.6726,139155.9276,42.1604,9860.5332,34758.9549,36193.4938,154118.9305,42.1604
1727,1727,60,0,0,0,0,1,0,1,0,0,1,1,0,62781.6066,0,83744.0044,83744.0044,3.5795127893552157,38264.6578,0,25991.8479,0.0,4.6192835423478815,4.6192835423478815,0.0,4.6192835423478815,4.6192835423478815,2050.0,2050.0,5.2971,5.2971,7.7983,7.7983,9860.5332,34758.9549,31712.6726,139155.9276,42.1604,9860.5332,34758.9549,40676.2807,169081.9335,42.1604
1728,1728,20,0,0,0,0,1,0,0,1,0,0,0,0,30153.3863,0,4766.2735,4766.2735,1.0006595177366184,8561.5023,0,9289.5812,0.0,1.9904174273531428,1.9904174273531428,0.0,1.9904174273531428,1.9904174273531428,2050.0,2050.0,4.4338,4.4338,4.0863,4.0863,3565.2531,8163.0721,14206.1628,56096.3063,8.4321,3565.2531,8163.0721,3402.1102,19905.141,8.4321
1729,1729,25,0,0,0,0,1,0,0,1,0,0,0,0,30153.3863,0,9012.957,9012.957,1.7395864925801963,8561.5023,0,9289.5812,0.0,1.9904174273531428,1.9904174273531428,0.0,1.9904174273531428,1.9904174273531428,2050.0,2050.0,4.4338,4.4338,4.0863,4.0863,3565.2531,8163.0721,14206.1628,56096.3063,8.4321,3565.2531,8163.0721,5187.2875,25937.0019,8.4321
1730,1730,30,0,0,0,0,1,0,0,1,0,0,0,0,30153.3863,0,13247.4313,13247.4313,2.478513467423775,8561.5023,0,9289.5812,0.0,1.9904174273531428,1.9904174273531428,0.0,1.9904174273531428,1.9904174273531428,2050.0,2050.0,4.4338,4.4338,4.0863,4.0863,3565.2531,8163.0721,14206.1628,56096.3063,8.4321,3565.2531,8163.0721,6984.6742,31968.8627,8.4321
1731,1731,35,0,0,0,0,1,0,0,1,0,0,0,0,30153.3863,0,17477.3857,17477.3857,3.217440442267352,8561.5023,0,9289.5812,0.0,1.9904174273531428,1.9904174273531428,0.0,1.9904174273531428,1.9904174273531428,2050.0,2050.0,4.4338,4.4338,4.0863,4.0863,3565.2531,8163.0721,14206.1628,56096.3063,8.4321,3565.2531,8163.0721,8786.5806,38000.7236,8.4321
1732,1732,40,0,0,0,0,1,0,0,1,0,0,0,0,30153.3863,0,21703.8748,21703.8748,3.9563674171109304,8561.5023,0,9289.5812,0.0,1.9904174273531428,1.9904174273531428,0.0,1.9904174273531428,1.9904174273531428,2050.0,2050.0,4.4338,4.4338,4.0863,4.0863,3565.2531,8163.0721,14206.1628,56096.3063,8.4321,3565.2531,8163.0721,10591.9525,44032.5845,8.4321
1733,1733,45,0,0,0,0,1,0,0,1,0,0,0,0,30153.3863,0,25929.168,25929.168,4.695294391954508,8561.5023,0,9289.5812,0.0,1.9904174273531428,1.9904174273531428,0.0,1.9904174273531428,1.9904174273531428,2050.0,2050.0,4.4338,4.4338,4.0863,4.0863,3565.2531,8163.0721,14206.1628,56096.3063,8.4321,3565.2531,8163.0721,12398.5201,50064.4454,8.4321
1734,1734,50,0,0,0,0,1,0,0,1,0,0,0,0,30153.3863,0,30153.3863,30153.3863,5.434221366798084,8561.5023,0,9289.5812,0.0,1.9904174273531428,1.9904174273531428,0.0,1.9904174273531428,1.9904174273531428,2050.0,2050.0,4.4338,4.4338,4.0863,4.0863,3565.2531,8163.0721,14206.1628,56096.3063,8.4321,3565.2531,8163.0721,14206.1628,56096.3063,8.4321
1735,1735,55,0,0,0,0,1,0,0,1,0,0,0,0,30153.3863,0,34377.1905,34377.1905,6.173148341641665,8561.5023,0,9289.5812,0.0,1.9904174273531428,1.9904174273531428,0.0,1.9904174273531428,1.9904174273531428,2050.0,2050.0,4.4338,4.4338,4.0863,4.0863,3565.2531,8163.0721,14206.1628,56096.3063,8.4321,3565.2531,8163.0721,16014.2194,62128.1672,8.4321
1736,1736,60,0,0,0,0,1,0,0,1,0,0,0,0,30153.3863,0,38600.6215,38600.6215,6.91207531648524,8561.5023,0,9289.5812,0.0,1.9904174273531428,1.9904174273531428,0.0,1.9904174273531428,1.9904174273531428,2050.0,2050.0,4.4338,4.4338,4.0863,4.0863,3565.2531,8163.0721,14206.1628,56096.3063,8.4321,3565.2531,8163.0721,17822.6493,68160.0281,8.4321
1737,1737,20,0,0,0,0,1,0,0,1,0,0,1,0,48391.2305,0,5233.7662,5233.7662,0.5144253566793232,19444.1903,0,17640.7146,0.0,2.7946213208106507,2.7946213208106507,0.0,3.283763323500288,3.283763323500288,2050.0,2036.0,5.0388,3.0877,5.5539,6.5178,6712.8931,18436.7123,23397.9472,96959.8633,21.0802,5348.5083,18436.7123,4250.6941,33349.7329,80.052
