,ID,E_Brent,C_polimero,PPM,Costo_Kw_hr,reg_f,piloto,D_G,D_GSW,ecp_z,capex_p_x_v,opex_p_y_v,produccion_p_y_v,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
146,146,35,3.2,550,244,0,0,1,1,0,0.5,0.65,0.65,0,12506.6311,0,4907.3973,4907.3973,1.4009725877165815,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.1054,2.737,9739.41,3040.6399,5410.976,30697.657,0,14983.7077,6081.2797,3611.917,29584.3017,0
147,147,40,3.2,550,244,0,0,1,1,0,0.5,0.65,0.65,0,12506.6311,0,8532.7844,8532.7844,2.24145251854647,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.1054,2.737,9739.41,3040.6399,5410.976,30697.657,0,14983.7077,6081.2797,5097.4884,34695.2602,0
148,148,45,3.2,550,244,0,0,1,1,0,0.5,0.65,0.65,0,12506.6311,0,12138.7134,12138.7134,3.08193244937636,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.1054,2.737,9739.41,3040.6399,5410.976,30697.657,0,14983.7077,6081.2797,6602.5178,39806.2186,0
149,149,50,3.2,550,244,0,0,1,1,0,0.5,0.65,0.65,0,12506.6311,0,15736.5528,15736.5528,3.9224123802062474,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.1054,2.737,9739.41,3040.6399,5410.976,30697.657,0,14983.7077,6081.2797,8115.6368,44917.1771,0
150,150,55,3.2,550,244,0,0,1,1,0,0.5,0.65,0.65,0,12506.6311,0,19327.49,19327.49,4.762892311036137,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.1054,2.737,9739.41,3040.6399,5410.976,30697.657,0,14983.7077,6081.2797,9635.6582,50028.1356,0
151,151,60,3.2,550,244,0,0,1,1,0,0.5,0.65,0.65,0,12506.6311,0,22910.8862,22910.8862,5.603372241866026,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.1054,2.737,9739.41,3040.6399,5410.976,30697.657,0,14983.7077,6081.2797,11163.2204,55139.094,0
152,152,25,3.2,550,244,0,1,1,1,0,0.5,0.65,0.65,0,8555.5818,0,-12852.6233,-12852.6233,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,5.961,7.7492,9739.41,8608.8614,3793.8038,30697.657,0,14983.7077,17217.7228,13.5777,19362.3848,0
153,153,30,3.2,550,244,0,1,1,1,0,0.5,0.65,0.65,0,8555.5818,0,-8622.1534,-8622.1534,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,5.961,7.7492,9739.41,8608.8614,3793.8038,30697.657,0,14983.7077,17217.7228,894.0662,24473.3433,0
154,154,35,3.2,550,244,0,1,1,1,0,0.5,0.65,0.65,0,8555.5818,0,-4710.8947,-4710.8947,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,5.961,7.7492,9739.41,8608.8614,3793.8038,30697.657,0,14983.7077,17217.7228,2093.766,29584.3017,0
155,155,40,3.2,550,244,0,1,1,1,0,0.5,0.65,0.65,0,8555.5818,0,-1018.0063,-1018.0063,0.14483852496762495,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,5.961,7.7492,9739.41,8608.8614,3793.8038,30697.657,0,14983.7077,17217.7228,3511.836,34695.2602,0
156,156,45,3.2,550,244,0,1,1,1,0,0.5,0.65,0.65,0,8555.5818,0,2610.2014,2610.2014,0.44167662807928443,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,5.961,7.7492,9739.41,8608.8614,3793.8038,30697.657,0,14983.7077,17217.7228,4994.5868,39806.2186,0
157,157,50,3.2,550,244,0,1,1,1,0,0.5,0.65,0.65,0,8555.5818,0,6218.0095,6218.0095,0.738514731190944,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,5.961,7.7492,9739.41,8608.8614,3793.8038,30697.657,0,14983.7077,17217.7228,6497.7371,44917.1771,0
158,158,55,3.2,550,244,0,1,1,1,0,0.5,0.65,0.65,0,8555.5818,0,9815.849,9815.849,1.035352834302604,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,5.961,7.7492,9739.41,8608.8614,3793.8038,30697.657,0,14983.7077,17217.7228,8010.8561,50028.1356,0
159,159,60,3.2,550,244,0,1,1,1,0,0.5,0.65,0.65,0,8555.5818,0,13407.8061,13407.8061,1.3321909374142633,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,5.961,7.7492,9739.41,8608.8614,3793.8038,30697.657,0,14983.7077,17217.7228,9529.8574,55139.094,0
160,160,25,3.2,550,244,0,0,1,1,0,0.55,0.65,0.65,0,12202.5671,0,-2673.9722,-2673.9722,0.0,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.3159,2.737,9739.41,3344.7039,5410.976,30697.657,0,14983.7077,6081.2797,971.3696,19362.3848,0
161,161,30,3.2,550,244,0,0,1,1,0,0.55,0.65,0.65,0,12202.5671,0,1222.4286,1222.4286,0.5604926568866929,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.3159,2.737,9739.41,3344.7039,5410.976,30697.657,0,14983.7077,6081.2797,2185.9272,24473.3433,0
162,162,35,3.2,550,244,0,0,1,1,0,0.55,0.65,0.65,0,12202.5671,0,4907.3973,4907.3973,1.4009725877165815,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.3159,2.737,9739.41,3344.7039,5410.976,30697.657,0,14983.7077,6081.2797,3611.917,29584.3017,0
163,163,40,3.2,550,244,0,0,1,1,0,0.55,0.65,0.65,0,12202.5671,0,8532.7844,8532.7844,2.24145251854647,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.3159,2.737,9739.41,3344.7039,5410.976,30697.657,0,14983.7077,6081.2797,5097.4884,34695.2602,0
164,164,45,3.2,550,244,0,0,1,1,0,0.55,0.65,0.65,0,12202.5671,0,12138.7134,12138.7134,3.08193244937636,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.3159,2.737,9739.41,3344.7039,5410.976,30697.657,0,14983.7077,6081.2797,6602.5178,39806.2186,0
165,165,50,3.2,550,244,0,0,1,1,0,0.55,0.65,0.65,0,12202.5671,0,15736.5528,15736.5528,3.9224123802062474,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.3159,2.737,9739.41,3344.7039,5410.976,30697.657,0,14983.7077,6081.2797,8115.6368,44917.1771,0
166,166,55,3.2,550,244,0,0,1,1,0,0.55,0.65,0.65,0,12202.5671,0,19327.49,19327.49,4.762892311036137,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.3159,2.737,9739.41,3344.7039,5410.976,30697.657,0,14983.7077,6081.2797,9635.6582,50028.1356,0
167,167,60,3.2,550,244,0,0,1,1,0,0.55,0.65,0.65,0,12202.5671,0,22910.8862,22910.8862,5.603372241866026,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.3159,2.737,9739.41,3344.7039,5410.976,30697.657,0,14983.7077,6081.2797,11163.2204,55139.094,0
168,168,25,3.2,550,244,0,1,1,1,0,0.55,0.65,0.65,0,7694.6957,0,-12852.6233,-12852.6233,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,6.557,7.7492,9739.41,9469.7475,3793.8038,30697.657,0,14983.7077,17217.7228,13.5777,19362.3848,0
169,169,30,3.2,550,244,0,1,1,1,0,0.55,0.65,0.65,0,7694.6957,0,-8622.1534,-8622.1534,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,6.557,7.7492,9739.41,9469.7475,3793.8038,30697.657,0,14983.7077,17217.7228,894.0662,24473.3433,0
170,170,35,3.2,550,244,0,1,1,1,0,0.55,0.65,0.65,0,7694.6957,0,-4710.8947,-4710.8947,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,6.557,7.7492,9739.41,9469.7475,3793.8038,30697.657,0,14983.7077,17217.7228,2093.766,29584.3017,0
171,171,40,3.2,550,244,0,1,1,1,0,0.55,0.65,0.65,0,7694.6957,0,-1018.0063,-1018.0063,0.14483852496762495,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,6.557,7.7492,9739.41,9469.7475,3793.8038,30697.657,0,14983.7077,17217.7228,3511.836,34695.2602,0
172,172,45,3.2,550,244,0,1,1,1,0,0.55,0.65,0.65,0,7694.6957,0,2610.2014,2610.2014,0.44167662807928443,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,6.557,7.7492,9739.41,9469.7475,3793.8038,30697.657,0,14983.7077,17217.7228,4994.5868,39806.2186,0
173,173,50,3.2,550,244,0,1,1,1,0,0.55,0.65,0.65,0,7694.6957,0,6218.0095,6218.0095,0.738514731190944,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,6.557,7.7492,9739.41,9469.7475,3793.8038,30697.657,0,14983.7077,17217.7228,6497.7371,44917.1771,0
174,174,55,3.2,550,244,0,1,1,1,0,0.55,0.65,0.65,0,7694.6957,0,9815.849,9815.849,1.035352834302604,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,6.557,7.7492,9739.41,9469.7475,3793.8038,30697.657,0,14983.7077,17217.7228,8010.8561,50028.1356,0
175,175,60,3.2,550,244,0,1,1,1,0,0.55,0.65,0.65,0,7694.6957,0,13407.8061,13407.8061,1.3321909374142633,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,6.557,7.7492,9739.41,9469.7475,3793.8038,30697.657,0,14983.7077,17217.7228,9529.8574,55139.094,0
176,176,25,3.2,550,244,0,0,1,1,0,0.6,0.65,0.65,0,11898.5032,0,-2673.9722,-2673.9722,0.0,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.5265,2.737,9739.41,3648.7678,5410.976,30697.657,0,14983.7077,6081.2797,971.3696,19362.3848,0
177,177,30,3.2,550,244,0,0,1,1,0,0.6,0.65,0.65,0,11898.5032,0,1222.4286,1222.4286,0.5604926568866929,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.5265,2.737,9739.41,3648.7678,5410.976,30697.657,0,14983.7077,6081.2797,2185.9272,24473.3433,0
178,178,35,3.2,550,244,0,0,1,1,0,0.6,0.65,0.65,0,11898.5032,0,4907.3973,4907.3973,1.4009725877165815,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.5265,2.737,9739.41,3648.7678,5410.976,30697.657,0,14983.7077,6081.2797,3611.917,29584.3017,0
179,179,40,3.2,550,244,0,0,1,1,0,0.6,0.65,0.65,0,11898.5032,0,8532.7844,8532.7844,2.24145251854647,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.5265,2.737,9739.41,3648.7678,5410.976,30697.657,0,14983.7077,6081.2797,5097.4884,34695.2602,0
180,180,45,3.2,550,244,0,0,1,1,0,0.6,0.65,0.65,0,11898.5032,0,12138.7134,12138.7134,3.08193244937636,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.5265,2.737,9739.41,3648.7678,5410.976,30697.657,0,14983.7077,6081.2797,6602.5178,39806.2186,0
181,181,50,3.2,550,244,0,0,1,1,0,0.6,0.65,0.65,0,11898.5032,0,15736.5528,15736.5528,3.9224123802062474,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.5265,2.737,9739.41,3648.7678,5410.976,30697.657,0,14983.7077,6081.2797,8115.6368,44917.1771,0
182,182,55,3.2,550,244,0,0,1,1,0,0.6,0.65,0.65,0,11898.5032,0,19327.49,19327.49,4.762892311036137,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.5265,2.737,9739.41,3648.7678,5410.976,30697.657,0,14983.7077,6081.2797,9635.6582,50028.1356,0
183,183,60,3.2,550,244,0,0,1,1,0,0.6,0.65,0.65,0,11898.5032,0,22910.8862,22910.8862,5.603372241866026,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,2.5265,2.737,9739.41,3648.7678,5410.976,30697.657,0,14983.7077,6081.2797,11163.2204,55139.094,0
184,184,25,3.2,550,244,0,1,1,1,0,0.6,0.65,0.65,0,6833.8095,0,-12852.6233,-12852.6233,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,7.1531,7.7492,9739.41,10330.6337,3793.8038,30697.657,0,14983.7077,17217.7228,13.5777,19362.3848,0
185,185,30,3.2,550,244,0,1,1,1,0,0.6,0.65,0.65,0,6833.8095,0,-8622.1534,-8622.1534,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,7.1531,7.7492,9739.41,10330.6337,3793.8038,30697.657,0,14983.7077,17217.7228,894.0662,24473.3433,0
186,186,35,3.2,550,244,0,1,1,1,0,0.6,0.65,0.65,0,6833.8095,0,-4710.8947,-4710.8947,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,7.1531,7.7492,9739.41,10330.6337,3793.8038,30697.657,0,14983.7077,17217.7228,2093.766,29584.3017,0
187,187,40,3.2,550,244,0,1,1,1,0,0.6,0.65,0.65,0,6833.8095,0,-1018.0063,-1018.0063,0.14483852496762495,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,7.1531,7.7492,9739.41,10330.6337,3793.8038,30697.657,0,14983.7077,17217.7228,3511.836,34695.2602,0
188,188,45,3.2,550,244,0,1,1,1,0,0.6,0.65,0.65,0,6833.8095,0,2610.2014,2610.2014,0.44167662807928443,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,7.1531,7.7492,9739.41,10330.6337,3793.8038,30697.657,0,14983.7077,17217.7228,4994.5868,39806.2186,0
189,189,50,3.2,550,244,0,1,1,1,0,0.6,0.65,0.65,0,6833.8095,0,6218.0095,6218.0095,0.738514731190944,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,7.1531,7.7492,9739.41,10330.6337,3793.8038,30697.657,0,14983.7077,17217.7228,6497.7371,44917.1771,0
190,190,55,3.2,550,244,0,1,1,1,0,0.6,0.65,0.65,0,6833.8095,0,9815.849,9815.849,1.035352834302604,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,7.1531,7.7492,9739.41,10330.6337,3793.8038,30697.657,0,14983.7077,17217.7228,8010.8561,50028.1356,0
191,191,60,3.2,550,244,0,1,1,1,0,0.6,0.65,0.65,0,6833.8095,0,13407.8061,13407.8061,1.3321909374142633,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.423533190718756,1.423533190718756,2046.0,2046.0,9.1627,9.1627,7.1531,7.7492,9739.41,10330.6337,3793.8038,30697.657,0,14983.7077,17217.7228,9529.8574,55139.094,0
192,192,25,3.2,550,244,0,0,1,1,0,0.5,0.7,0.7,0,13634.6145,0,-2673.9722,-2673.9722,0.0,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,1.955,2.737,10488.5954,3040.6399,5895.1655,33059.0153,0,14983.7077,6081.2797,971.3696,19362.3848,0
193,193,30,3.2,550,244,0,0,1,1,0,0.5,0.7,0.7,0,13634.6145,0,1222.4286,1222.4286,0.5604926568866929,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,1.955,2.737,10488.5954,3040.6399,5895.1655,33059.0153,0,14983.7077,6081.2797,2185.9272,24473.3433,0
194,194,35,3.2,550,244,0,0,1,1,0,0.5,0.7,0.7,0,13634.6145,0,4907.3973,4907.3973,1.4009725877165815,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,1.955,2.737,10488.5954,3040.6399,5895.1655,33059.0153,0,14983.7077,6081.2797,3611.917,29584.3017,0
195,195,40,3.2,550,244,0,0,1,1,0,0.5,0.7,0.7,0,13634.6145,0,8532.7844,8532.7844,2.24145251854647,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,1.955,2.737,10488.5954,3040.6399,5895.1655,33059.0153,0,14983.7077,6081.2797,5097.4884,34695.2602,0
196,196,45,3.2,550,244,0,0,1,1,0,0.5,0.7,0.7,0,13634.6145,0,12138.7134,12138.7134,3.08193244937636,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,1.955,2.737,10488.5954,3040.6399,5895.1655,33059.0153,0,14983.7077,6081.2797,6602.5178,39806.2186,0
197,197,50,3.2,550,244,0,0,1,1,0,0.5,0.7,0.7,0,13634.6145,0,15736.5528,15736.5528,3.9224123802062474,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,1.955,2.737,10488.5954,3040.6399,5895.1655,33059.0153,0,14983.7077,6081.2797,8115.6368,44917.1771,0
198,198,55,3.2,550,244,0,0,1,1,0,0.5,0.7,0.7,0,13634.6145,0,19327.49,19327.49,4.762892311036137,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,1.955,2.737,10488.5954,3040.6399,5895.1655,33059.0153,0,14983.7077,6081.2797,9635.6582,50028.1356,0
199,199,60,3.2,550,244,0,0,1,1,0,0.5,0.7,0.7,0,13634.6145,0,22910.8862,22910.8862,5.603372241866026,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,1.955,2.737,10488.5954,3040.6399,5895.1655,33059.0153,0,14983.7077,6081.2797,11163.2204,55139.094,0
200,200,25,3.2,550,244,0,1,1,1,0,0.5,0.7,0.7,0,9684.2927,0,-12852.6233,-12852.6233,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,5.5352,7.7492,10488.5954,8608.8614,4277.2658,33059.0153,0,14983.7077,17217.7228,13.5777,19362.3848,0
201,201,30,3.2,550,244,0,1,1,1,0,0.5,0.7,0.7,0,9684.2927,0,-8622.1534,-8622.1534,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,5.5352,7.7492,10488.5954,8608.8614,4277.2658,33059.0153,0,14983.7077,17217.7228,894.0662,24473.3433,0
202,202,35,3.2,550,244,0,1,1,1,0,0.5,0.7,0.7,0,9684.2927,0,-4710.8947,-4710.8947,0.0,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,5.5352,7.7492,10488.5954,8608.8614,4277.2658,33059.0153,0,14983.7077,17217.7228,2093.766,29584.3017,0
203,203,40,3.2,550,244,0,1,1,1,0,0.5,0.7,0.7,0,9684.2927,0,-1018.0063,-1018.0063,0.14483852496762495,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,5.5352,7.7492,10488.5954,8608.8614,4277.2658,33059.0153,0,14983.7077,17217.7228,3511.836,34695.2602,0
204,204,45,3.2,550,244,0,1,1,1,0,0.5,0.7,0.7,0,9684.2927,0,2610.2014,2610.2014,0.44167662807928443,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,5.5352,7.7492,10488.5954,8608.8614,4277.2658,33059.0153,0,14983.7077,17217.7228,4994.5868,39806.2186,0
205,205,50,3.2,550,244,0,1,1,1,0,0.5,0.7,0.7,0,9684.2927,0,6218.0095,6218.0095,0.738514731190944,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,5.5352,7.7492,10488.5954,8608.8614,4277.2658,33059.0153,0,14983.7077,17217.7228,6497.7371,44917.1771,0
206,206,55,3.2,550,244,0,1,1,1,0,0.5,0.7,0.7,0,9684.2927,0,9815.849,9815.849,1.035352834302604,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,5.5352,7.7492,10488.5954,8608.8614,4277.2658,33059.0153,0,14983.7077,17217.7228,8010.8561,50028.1356,0
207,207,60,3.2,550,244,0,1,1,1,0,0.5,0.7,0.7,0,9684.2927,0,13407.8061,13407.8061,1.3321909374142633,18058.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,5.5352,7.7492,10488.5954,8608.8614,4277.2658,33059.0153,0,14983.7077,17217.7228,9529.8574,55139.094,0
208,208,25,3.2,550,244,0,0,1,1,0,0.55,0.7,0.7,0,13330.5505,0,-2673.9722,-2673.9722,0.0,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,2.1505,2.737,10488.5954,3344.7039,5895.1655,33059.0153,0,14983.7077,6081.2797,971.3696,19362.3848,0
209,209,30,3.2,550,244,0,0,1,1,0,0.55,0.7,0.7,0,13330.5505,0,1222.4286,1222.4286,0.5604926568866929,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,2.1505,2.737,10488.5954,3344.7039,5895.1655,33059.0153,0,14983.7077,6081.2797,2185.9272,24473.3433,0
210,210,35,3.2,550,244,0,0,1,1,0,0.55,0.7,0.7,0,13330.5505,0,4907.3973,4907.3973,1.4009725877165815,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,2.1505,2.737,10488.5954,3344.7039,5895.1655,33059.0153,0,14983.7077,6081.2797,3611.917,29584.3017,0
211,211,40,3.2,550,244,0,0,1,1,0,0.55,0.7,0.7,0,13330.5505,0,8532.7844,8532.7844,2.24145251854647,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,2.1505,2.737,10488.5954,3344.7039,5895.1655,33059.0153,0,14983.7077,6081.2797,5097.4884,34695.2602,0
212,212,45,3.2,550,244,0,0,1,1,0,0.55,0.7,0.7,0,13330.5505,0,12138.7134,12138.7134,3.08193244937636,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,2.1505,2.737,10488.5954,3344.7039,5895.1655,33059.0153,0,14983.7077,6081.2797,6602.5178,39806.2186,0
213,213,50,3.2,550,244,0,0,1,1,0,0.55,0.7,0.7,0,13330.5505,0,15736.5528,15736.5528,3.9224123802062474,6378.1,0,21351.9024,0.0,2.1900510626442395,2.1900510626442395,0.0,1.5330357438509683,1.5330357438509683,2046.0,2046.0,9.1627,9.1627,2.1505,2.737,10488.5954,3344.7039,5895.1655,33059.0153,0,14983.7077,6081.2797,8115.6368,44917.1771,0
